Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Yotam Halperin,Hapoel Jerusalem,14,20.4,9.3,5.5,10.8,-0.22,5.0,75.1,6.7%,1.04,0.81,0.16,0.37,0.24,/profile/Yotam-Halperin-121/,/stats/eurocup/2016/Hapoel%20Jerusalem,2016,eurocup,Yotam-Halperin-121,Hapoel%20Jerusalem
Andres Forray,Trento,22,20.4,15.1,8.6,16.8,0.97,7.0,76.8,9.1%,1.06,0.80,0.29,0.32,0.16,/profile/Andres-Forray-37175/,/stats/eurocup/2016/Trento,2016,eurocup,Andres-Forray-37175,Trento
Pavel Antipov,Zenit,18,20.4,13.0,8.0,15.7,0.40,7.5,76.7,9.7%,1.06,0.93,0.10,0.10,0.15,/profile/Pavel-Antipov-6135/,/stats/eurocup/2016/Zenit%20St%20Petersburg,2016,eurocup,Pavel-Antipov-6135,Zenit%20St%20Petersburg
Pape-Philippe Amagou,Le Mans,10,20.4,4.2,3.0,5.9,-0.67,7.8,71.9,10.8%,0.64,0.71,0.30,0.35,0.23,/profile/Pape-Philippe-Amagou-186/,/stats/eurocup/2016/Le%20Mans,2016,eurocup,Pape-Philippe-Amagou-186,Le%20Mans
Tony Gaffney,Hapoel Jerusalem,15,20.3,18.2,10.4,20.5,1.11,5.7,75.1,7.6%,1.14,1.00,0.14,0.23,0.13,/profile/Tony-Gaffney-5525/,/stats/eurocup/2016/Hapoel%20Jerusalem,2016,eurocup,Tony-Gaffney-5525,Hapoel%20Jerusalem
Ronalds Zakis,Olimpija Ljubljana,14,20.2,19.1,9.6,19.1,1.17,8.1,74.6,10.8%,1.25,0.95,0.28,0.14,0.17,/profile/Ronalds-Zakis-5234/,/stats/eurocup/2016/Olimpija%20Ljubljana,2016,eurocup,Ronalds-Zakis-5234,Olimpija%20Ljubljana
Axel Hervelle,Bilbao,12,20.2,13.1,8.5,16.8,0.27,7.1,75.0,9.5%,0.94,0.76,0.13,0.19,0.31,/profile/Axel-Hervelle-284/,/stats/eurocup/2016/Bilbao,2016,eurocup,Axel-Hervelle-284,Bilbao
Isaac Fotu,Zaragoza,18,20.2,20.3,10.3,20.4,1.71,7.3,70.8,10.3%,1.26,0.91,0.21,0.15,0.10,/profile/Isaac-Fotu-65683/,/stats/eurocup/2016/Zaragoza,2016,eurocup,Isaac-Fotu-65683,Zaragoza
Itay Segev,Maccabi Tel Aviv,3,20.2,12.4,7.7,15.2,0.05,5.8,74.7,7.8%,0.97,0.74,0.06,0.06,0.34,/profile/Itay-Segev-46626/,/stats/eurocup/2016/Maccabi%20Tel%20Aviv,2016,eurocup,Itay-Segev-46626,Maccabi%20Tel%20Aviv
Arvydas Siksnius,Neptunas,14,20.1,6.5,4.1,8.3,-0.61,4.6,73.3,6.3%,0.85,0.85,0.32,0.35,0.22,/profile/Arvydas-Siksnius-5899/,/stats/eurocup/2016/Neptunas,2016,eurocup,Arvydas-Siksnius-5899,Neptunas
Matt Howard,Strasbourg,10,20.1,18.6,11.3,22.5,0.77,8.0,74.5,10.7%,1.11,0.75,0.49,0.14,0.24,/profile/Matt-Howard-5313/,/stats/eurocup/2016/Strasbourg,2016,eurocup,Matt-Howard-5313,Strasbourg
Krisztian Wittmann,Szolnok,16,20.0,13.5,7.3,14.5,0.42,8.2,73.6,11.2%,0.91,0.80,0.09,0.36,0.18,/profile/Krisztian-Wittmann-51175/,/stats/eurocup/2016/Szolnok,2016,eurocup,Krisztian-Wittmann-51175,Szolnok
Alex King,Alba Berlin,17,19.9,8.9,5.8,11.6,-0.32,4.1,73.9,5.5%,1.04,0.84,0.12,0.32,0.23,/profile/Alex-King-36567/,/stats/eurocup/2016/Alba%20Berlin,2016,eurocup,Alex-King-36567,Alba%20Berlin
Dino Gregory,Szolnok,16,19.8,9.5,6.4,13.0,-0.21,4.4,73.6,6.0%,0.83,0.79,0.30,0.20,0.23,/profile/Dino-Gregory-18894/,/stats/eurocup/2016/Szolnok,2016,eurocup,Dino-Gregory-18894,Szolnok
Justin Hamilton,Valencia,15,19.8,26.9,13.6,27.5,2.36,9.0,71.0,12.7%,1.26,0.96,0.28,0.13,0.12,/profile/Justin-Hamilton-19074/,/stats/eurocup/2016/Valencia,2016,eurocup,Justin-Hamilton-19074,Valencia
Goran Vrbanc,Szolnok,3,19.7,5.2,3.0,6.1,-0.17,7.3,73.6,9.9%,0.87,0.78,0.18,0.09,0.14,/profile/Goran-Vrbanc-38767/,/stats/eurocup/2016/Szolnok,2016,eurocup,Goran-Vrbanc-38767,Szolnok
Ali Traore,Limoges,8,19.7,21.1,11.5,23.4,0.80,10.1,72.7,13.9%,1.13,0.78,0.16,0.12,0.19,/profile/Ali-Traore-1052/,/stats/eurocup/2016/Limoges,2016,eurocup,Ali-Traore-1052,Limoges
Peter Kovacs,Szolnok,12,19.6,10.4,5.5,11.2,-0.05,2.7,73.6,3.7%,1.34,0.98,0.21,0.21,0.09,/profile/Peter-Kovacs-77512/,/stats/eurocup/2016/Szolnok,2016,eurocup,Peter-Kovacs-77512,Szolnok
Ojars Silins,Reggio Emilia,16,19.5,6.6,4.1,8.4,-0.66,5.7,74.2,7.7%,0.92,0.89,0.11,0.10,0.14,/profile/Ojars-Silins-49628/,/stats/eurocup/2016/Reggio%20Emilia,2016,eurocup,Ojars-Silins-49628,Reggio%20Emilia
Cenk Akyol,Besiktas,10,19.5,17.8,8.8,18.0,0.67,7.8,79.6,9.8%,1.22,0.89,0.24,0.19,0.09,/profile/Cenk-Akyol-265/,/stats/eurocup/2016/Besiktas,2016,eurocup,Cenk-Akyol-265,Besiktas
Michal Chylinski,Bonn,6,19.5,11.4,6.5,13.3,0.03,7.2,77.2,9.3%,1.04,0.70,0.30,0.21,0.16,/profile/Michal-Chylinski-250/,/stats/eurocup/2016/Bonn,2016,eurocup,Michal-Chylinski-250,Bonn
Vladimir Ivlev,Novgorod,19,19.4,13.7,8.4,17.4,0.53,6.4,75.4,8.5%,1.06,0.74,0.34,0.15,0.22,/profile/Vladimir-Ivlev-6188/,/stats/eurocup/2016/Novgorod,2016,eurocup,Vladimir-Ivlev-6188,Novgorod
Bangaly Fofana,Strasbourg,14,19.4,19.9,10.4,21.5,1.23,5.3,74.5,7.2%,1.28,0.72,0.41,0.19,0.23,/profile/Bangaly-Fofana-5507/,/stats/eurocup/2016/Strasbourg,2016,eurocup,Bangaly-Fofana-5507,Strasbourg
Devoe Joseph,Buducnost,5,19.4,8.5,5.2,10.7,-0.11,8.7,75.1,11.6%,0.87,0.78,0.14,0.25,0.23,/profile/Devoe-Joseph-1361/,/stats/eurocup/2016/Buducnost,2016,eurocup,Devoe-Joseph-1361,Buducnost
Valeri Likhodei,UNICS,17,19.4,11.0,6.3,13.0,0.02,5.1,72.3,7.0%,1.02,0.93,0.14,0.16,0.15,/profile/Valeri-Likhodei-245/,/stats/eurocup/2016/UNICS,2016,eurocup,Valeri-Likhodei-245,UNICS
Bojan Subotic,Buducnost,10,19.4,11.9,7.5,15.5,0.10,7.5,75.1,10.0%,0.98,0.86,0.29,0.15,0.11,/profile/Bojan-Subotic-5233/,/stats/eurocup/2016/Buducnost,2016,eurocup,Bojan-Subotic-5233,Buducnost
Chuck Davis,Galatasaray,11,19.3,18.6,10.2,21.1,0.82,7.1,72.8,9.7%,1.17,0.81,0.31,0.19,0.17,/profile/Chuck-Davis-371/,/stats/eurocup/2016/Galatasaray,2016,eurocup,Chuck-Davis-371,Galatasaray
Darjus Lavrinovic,Reggio Emilia,15,19.3,18.5,10.1,20.9,1.10,9.9,74.2,13.3%,1.10,0.77,0.29,0.15,0.20,/profile/Darjus-Lavrinovic-5117/,/stats/eurocup/2016/Reggio%20Emilia,2016,eurocup,Darjus-Lavrinovic-5117,Reggio%20Emilia
Bandja Sy,Nancy,10,19.3,12.7,6.9,14.3,0.18,6.2,71.2,8.8%,0.99,0.75,0.35,0.10,0.21,/profile/Bandja-Sy-5666/,/stats/eurocup/2016/Nancy,2016,eurocup,Bandja-Sy-5666,Nancy
John Shurna,Valencia,16,19.2,14.7,7.6,15.9,0.59,5.6,71.0,7.8%,1.21,0.88,0.30,0.21,0.17,/profile/John-Shurna-5726/,/stats/eurocup/2016/Valencia,2016,eurocup,John-Shurna-5726,Valencia
Spiros Mourtos,Aris,16,19.2,9.1,5.6,11.6,-0.26,4.5,72.1,6.3%,0.84,0.73,0.28,0.28,0.22,/profile/Spiros-Mourtos-39622/,/stats/eurocup/2016/Aris,2016,eurocup,Spiros-Mourtos-39622,Aris
