Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
John Goldsberry,Bamberg,9,27.7,6.4,0.5,1.4,33.3%,1.6,4.6,34.5%,0.6,1.0,66.7%,0.3,3.0,3.4,4.5,2.7,0.0,1.6,4.5,/profile/John-Goldsberry-27868/,/stats/euroleague/2011/Bamberg,2011,euroleague,John-Goldsberry-27868,Bamberg
Karlo Vragovic,Cibona Zagreb,10,9.6,6.1,1.6,3.3,50.0%,0.0,0.8,0.0%,2.9,3.3,87.5%,1.6,2.0,3.7,3.3,0.8,0.0,3.7,4.9,/profile/Karlo-Vragovic-6166/,/stats/euroleague/2011/Cibona%20Zagreb,2011,euroleague,Karlo-Vragovic-6166,Cibona%20Zagreb
Courtney Eldridge,Prokom,4,13.5,5.9,0.7,5.9,12.5%,0.7,2.2,33.3%,2.2,4.5,50.0%,0.0,0.7,0.7,3.7,0.0,0.0,4.5,5.9,/profile/Courtney-Eldridge-33924/,/stats/euroleague/2011/Prokom,2011,euroleague,Courtney-Eldridge-33924,Prokom
Piotr Szczotka,Prokom,10,13.8,5.8,2.3,4.9,47.1%,0.3,0.6,50.0%,0.3,0.9,33.3%,2.0,3.5,5.5,1.4,1.2,0.0,0.6,5.8,/profile/Piotr-Szczotka-39596/,/stats/euroleague/2011/Prokom,2011,euroleague,Piotr-Szczotka-39596,Prokom
Arturas Jomantas,Lietuvos Rytas,12,16.7,5.7,1.4,3.4,41.2%,0.6,2.8,21.4%,1.2,1.6,75.0%,0.8,4.3,5.1,2.4,1.0,0.2,2.2,4.3,/profile/Arturas-Jomantas-5637/,/stats/euroleague/2011/Lietuvos%20Rytas,2011,euroleague,Arturas-Jomantas-5637,Lietuvos%20Rytas
Can Mutaf,Fenerbahce,3,9.2,5.7,1.4,2.8,50.0%,0.0,5.7,0.0%,2.8,2.8,100.0%,1.4,2.8,4.3,1.4,1.4,0.0,4.3,7.1,/profile/Can-Mutaf-5963/,/stats/euroleague/2011/Fenerbahce,2011,euroleague,Can-Mutaf-5963,Fenerbahce
Justin Hamilton,Charleroi,10,22.8,5.2,2.0,3.9,52.2%,0.3,2.2,15.4%,0.2,0.3,50.0%,0.3,3.6,3.9,3.2,1.5,0.0,1.2,2.7,/profile/Justin-Hamilton-5421/,/stats/euroleague/2011/Charleroi,2011,euroleague,Justin-Hamilton-5421,Charleroi
Nemanja Bjelica,Vitoria,13,9.0,5.1,1.0,3.8,27.3%,0.7,3.1,22.2%,1.0,2.1,50.0%,1.4,6.2,7.5,2.4,1.0,0.0,0.3,9.3,/profile/Nemanja-Bjelica-5510/,/stats/euroleague/2011/Vitoria,2011,euroleague,Nemanja-Bjelica-5510,Vitoria
Christophe Beghin,Charleroi,4,9.6,5.0,2.0,9.0,22.2%,0.0,0.0,0.0%,1.0,2.0,50.0%,1.0,4.0,5.0,1.0,2.0,0.0,2.0,6.0,/profile/Christophe-Beghin-35804/,/stats/euroleague/2011/Charleroi,2011,euroleague,Christophe-Beghin-35804,Charleroi
Victor Sada,Barcelona,20,16.6,5.0,1.6,3.0,54.2%,0.2,2.7,9.1%,1.0,1.2,80.0%,1.4,4.8,6.2,5.5,1.4,0.1,3.0,4.2,/profile/Victor-Sada-5554/,/stats/euroleague/2011/Barcelona,2011,euroleague,Victor-Sada-5554,Barcelona
Marque Perry,Olimpija Ljubljana,12,11.8,4.5,1.7,5.3,31.6%,0.0,1.7,0.0%,1.1,1.1,100.0%,0.0,2.2,2.2,3.7,1.1,0.0,4.2,3.1,/profile/Marque-Perry-5456/,/stats/euroleague/2011/Olimpija%20Ljubljana,2011,euroleague,Marque-Perry-5456,Olimpija%20Ljubljana
Angelo Gigli,Roma,2,18.6,4.1,2.1,4.1,50.0%,0.0,1.0,0.0%,0.0,0.0,0.0%,1.0,0.0,1.0,0.0,0.0,0.0,2.1,5.2,/profile/Angelo-Gigli-102/,/stats/euroleague/2011/Roma,2011,euroleague,Angelo-Gigli-102,Roma
Mihalis Pelekanos,Olympiakos,6,6.3,4.1,1.0,5.1,20.0%,0.0,7.2,0.0%,2.0,2.0,100.0%,1.0,6.1,7.2,2.0,2.0,0.0,2.0,6.1,/profile/Mihalis-Pelekanos-5883/,/stats/euroleague/2011/Olympiakos,2011,euroleague,Mihalis-Pelekanos-5883,Olympiakos
Marcus Johnson,Cibona Zagreb,5,17.2,3.6,1.8,6.4,28.6%,0.0,1.8,0.0%,0.0,0.9,0.0%,0.9,4.5,5.5,0.9,1.8,0.9,2.7,3.6,/profile/Marcus-Johnson-587/,/stats/euroleague/2011/Cibona%20Zagreb,2011,euroleague,Marcus-Johnson-587,Cibona%20Zagreb
Karsten Tadda,Bamberg,10,9.3,3.4,0.4,1.7,25.0%,0.9,4.3,20.0%,0.0,0.0,0.0%,0.4,2.2,2.6,1.3,0.9,0.0,1.7,4.3,/profile/Karsten-Tadda-39185/,/stats/euroleague/2011/Bamberg,2011,euroleague,Karsten-Tadda-39185,Bamberg
Toni Brnas,Cibona Zagreb,6,11.4,3.4,0.6,5.1,11.1%,0.6,2.3,25.0%,0.6,0.6,100.0%,0.6,2.9,3.4,0.0,1.7,0.6,1.7,5.1,/profile/Toni-Brnas-40109/,/stats/euroleague/2011/Cibona%20Zagreb,2011,euroleague,Toni-Brnas-40109,Cibona%20Zagreb
Omar Samhan,Zalgiris,3,7.7,3.4,0.0,1.7,0.0%,0.0,0.0,0.0%,3.4,3.4,100.0%,1.7,3.4,5.0,0.0,0.0,1.7,1.7,6.7,/profile/Omar-Samhan-1194/,/stats/euroleague/2011/Zalgiris,2011,euroleague,Omar-Samhan-1194,Zalgiris
Andrea Iannilli,Roma,2,7.5,2.6,0.0,7.7,0.0%,0.0,0.0,0.0%,2.6,5.1,50.0%,2.6,10.2,12.8,0.0,0.0,0.0,10.2,10.2,/profile/Andrea-Iannilli-38656/,/stats/euroleague/2011/Roma,2011,euroleague,Andrea-Iannilli-38656,Roma
Vadim Panin,Khimki,5,9.0,1.8,0.0,1.8,0.0%,0.0,4.4,0.0%,1.8,1.8,100.0%,3.5,6.2,9.7,2.6,0.9,0.0,0.9,3.5,/profile/Vadim-Panin-139/,/stats/euroleague/2011/Khimki,2011,euroleague,Vadim-Panin-139,Khimki
Samo Udrih,Olimpija Ljubljana,3,22.6,1.8,0.6,4.1,14.3%,0.0,3.5,0.0%,0.6,1.2,50.0%,1.8,1.2,2.9,4.7,0.0,0.0,4.7,4.7,/profile/Samo-Udrih-36405/,/stats/euroleague/2011/Olimpija%20Ljubljana,2011,euroleague,Samo-Udrih-36405,Olimpija%20Ljubljana
Carlos De Cobos,Malaga,2,6.0,0.0,0.0,3.4,0.0%,0.0,3.4,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,/profile/Carlos-De-Cobos-39744/,/stats/euroleague/2011/Malaga,2011,euroleague,Carlos-De-Cobos-39744,Malaga
Ander Garcia,Vitoria,1,3.0,0.0,0.0,13.4,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,/profile/Ander-Garcia-39015/,/stats/euroleague/2011/Vitoria,2011,euroleague,Ander-Garcia-39015,Vitoria
Angel Aparicio,Barcelona,3,1.6,0.0,0.0,8.8,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,8.8,8.8,8.8,0.0,0.0,8.8,0.0,/profile/Angel-Aparicio-39702/,/stats/euroleague/2011/Barcelona,2011,euroleague,Angel-Aparicio-39702,Barcelona
Panagiotis Vasilopoulos,Olympiakos,2,4.0,0.0,0.0,4.8,0.0%,0.0,0.0,0.0%,0.0,9.6,0.0%,0.0,4.8,4.8,0.0,0.0,4.8,0.0,4.8,/profile/Panagiotis-Vasilopoulos-389/,/stats/euroleague/2011/Olympiakos,2011,euroleague,Panagiotis-Vasilopoulos-389,Olympiakos
Martin Buesa,Vitoria,1,3.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.0,/profile/Martin-Buesa-39963/,/stats/euroleague/2011/Vitoria,2011,euroleague,Martin-Buesa-39963,Vitoria
Vladimir Boisa,Olimpija Ljubljana,4,6.8,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,2.9,2.9,2.9,0.0,0.0,1.5,7.3,/profile/Vladimir-Boisa-5910/,/stats/euroleague/2011/Olimpija%20Ljubljana,2011,euroleague,Vladimir-Boisa-5910,Olimpija%20Ljubljana
Gabriele Ganeto,Milano,2,0.1,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/profile/Gabriele-Ganeto-37329/,/stats/euroleague/2011/Milano,2011,euroleague,Gabriele-Ganeto-37329,Milano
Ioann Iarochevitch,Charleroi,3,3.3,0.0,0.0,3.9,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,3.9,0.0,0.0,3.9,15.4,/profile/Ioann-Iarochevitch-39869/,/stats/euroleague/2011/Charleroi,2011,euroleague,Ioann-Iarochevitch-39869,Charleroi
Kevin Thalien,Nancy,1,1.0,118.6,0.0,0.0,0.0%,39.5,39.5,100.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/profile/Kevin-Thalien-42298/,/stats/euroleague/2012/Nancy,2012,euroleague,Kevin-Thalien-42298,Nancy
Jorge Sanz,Real Madrid,5,1.6,51.3,4.7,9.3,50.0%,14.0,14.0,100.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,/profile/Jorge-Sanz-39899/,/stats/euroleague/2012/Real%20Madrid,2012,euroleague,Jorge-Sanz-39899,Real%20Madrid
Ariel Filloy,Milano,3,6.0,31.4,2.2,9.0,25.0%,9.0,9.0,100.0%,0.0,0.0,0.0%,0.0,6.7,6.7,2.2,0.0,0.0,4.5,4.5,/profile/Ariel-Filloy-39411/,/stats/euroleague/2012/Milano,2012,euroleague,Ariel-Filloy-39411,Milano
Dmitriy Golovin,UNICS,3,3.3,29.8,8.5,17.0,50.0%,4.3,8.5,50.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,/profile/Dmitriy-Golovin-40327/,/stats/euroleague/2012/UNICS,2012,euroleague,Dmitriy-Golovin-40327,UNICS
Mirza Teletovic,Vitoria,10,34.4,25.7,4.9,11.1,43.6%,3.7,8.5,43.1%,5.0,7.1,70.0%,1.5,5.6,7.1,1.4,0.6,1.2,1.7,2.7,/profile/Mirza-Teletovic-185/,/stats/euroleague/2012/Vitoria,2012,euroleague,Mirza-Teletovic-185,Vitoria
Bo McCalebb,Siena,17,27.7,24.5,7.3,11.5,63.7%,1.7,3.2,52.6%,4.7,5.8,80.9%,1.2,2.0,3.2,3.8,1.9,0.0,2.6,3.8,/profile/Bo-McCalebb-525/,/stats/euroleague/2012/Siena,2012,euroleague,Bo-McCalebb-525,Siena
Jaycee Carroll,Real Madrid,16,22.4,24.2,4.5,9.1,49.4%,4.0,7.7,51.4%,3.4,4.0,86.5%,1.7,2.7,4.4,1.3,0.2,0.3,1.9,3.1,/profile/Jaycee-Carroll-463/,/stats/euroleague/2012/Real%20Madrid,2012,euroleague,Jaycee-Carroll-463,Real%20Madrid
Ian Vouyoukas,Panathinaikos,23,12.1,23.9,8.1,14.8,54.9%,0.0,0.0,0.0%,7.7,11.4,67.1%,3.8,3.5,7.2,1.6,0.9,2.2,2.5,6.2,/profile/Ian-Vouyoukas-497/,/stats/euroleague/2012/Panathinaikos,2012,euroleague,Ian-Vouyoukas-497,Panathinaikos
Danilo Gallinari,Milano,7,28.3,23.6,3.7,7.0,52.9%,1.6,6.2,26.7%,11.3,15.0,75.3%,1.6,4.7,6.4,1.6,1.0,0.6,2.5,4.3,/profile/Danilo-Gallinari-535/,/stats/euroleague/2012/Milano,2012,euroleague,Danilo-Gallinari-535,Milano
Ratko Varda,Olimpija Ljubljana,7,17.1,23.6,9.1,16.9,54.2%,1.1,4.2,25.0%,2.1,5.3,40.0%,1.1,4.6,5.6,0.7,0.7,0.7,4.2,6.7,/profile/Ratko-Varda-4698/,/stats/euroleague/2012/Olimpija%20Ljubljana,2012,euroleague,Ratko-Varda-4698,Olimpija%20Ljubljana
Malik Hairston,Milano,12,24.3,23.2,7.1,12.8,55.4%,1.7,3.5,48.0%,4.0,5.3,76.3%,2.1,3.1,5.1,2.5,0.1,0.7,2.9,4.9,/profile/Malik-Hairston-214/,/stats/euroleague/2012/Milano,2012,euroleague,Malik-Hairston-214,Milano
Rimantas Kaukenas,Siena,6,25.2,23.1,5.3,9.5,55.6%,2.4,3.7,64.3%,5.3,5.3,100.0%,0.3,3.2,3.4,4.0,1.9,0.0,2.7,4.0,/profile/Rimantas-Kaukenas-5268/,/stats/euroleague/2012/Siena,2012,euroleague,Rimantas-Kaukenas-5268,Siena
Nenad Krstic,CSKA Moscow,22,24.5,22.9,8.2,13.1,62.9%,0.0,0.0,0.0%,6.5,8.2,78.6%,3.4,5.5,8.9,1.0,0.9,0.9,2.1,3.4,/profile/Nenad-Krstic-3221/,/stats/euroleague/2012/CSKA%20Moscow,2012,euroleague,Nenad-Krstic-3221,CSKA%20Moscow
Nikola Pekovic,Partizan,7,27.4,22.7,8.2,14.9,54.9%,0.0,0.0,0.0%,6.3,7.8,81.1%,2.7,4.0,6.7,1.1,0.4,0.4,1.7,5.3,/profile/Nikola-Pekovic-1047/,/stats/euroleague/2012/Partizan,2012,euroleague,Nikola-Pekovic-1047,Partizan
Vassilis Spanoulis,Olympiakos,21,29.8,22.4,4.6,8.6,53.7%,2.0,5.3,38.6%,7.0,8.5,82.7%,0.5,2.1,2.6,5.3,1.0,0.1,4.9,3.4,/profile/Vassilis-Spanoulis-5209/,/stats/euroleague/2012/Olympiakos,2012,euroleague,Vassilis-Spanoulis-5209,Olympiakos
Marko Popovic,Zalgiris,14,22.2,22.1,1.9,4.3,44.1%,3.7,9.5,38.7%,7.3,8.1,90.6%,0.6,3.0,3.7,3.7,0.6,0.0,2.8,5.4,/profile/Marko-Popovic-5353/,/stats/euroleague/2012/Zalgiris,2012,euroleague,Marko-Popovic-5353,Zalgiris
Terrell Lyday,UNICS,18,21.3,22.1,5.9,11.3,51.9%,1.7,5.4,32.0%,5.1,5.9,87.0%,0.4,3.0,3.5,4.4,1.9,0.3,3.5,4.2,/profile/Terrell-Lyday-5563/,/stats/euroleague/2012/UNICS,2012,euroleague,Terrell-Lyday-5563,UNICS
Juan Carlos Navarro,Barcelona,16,25.7,21.9,4.2,7.8,53.8%,3.0,10.2,29.7%,4.4,5.0,88.0%,0.5,1.6,2.1,5.1,1.6,0.0,3.2,2.2,/profile/Juan-Carlos-Navarro-5183/,/stats/euroleague/2012/Barcelona,2012,euroleague,Juan-Carlos-Navarro-5183,Barcelona
Luksa Andric,Galatasaray,16,20.1,21.8,9.0,15.2,59.2%,0.0,0.0,0.0%,3.8,6.8,55.6%,2.9,5.8,8.8,1.1,1.6,0.5,3.6,6.6,/profile/Luksa-Andric-1048/,/stats/euroleague/2012/Galatasaray,2012,euroleague,Luksa-Andric-1048,Galatasaray
Sofoklis Schortsanitis,Maccabi Tel Aviv,21,16.0,21.8,8.2,13.8,59.5%,0.0,0.0,0.0%,5.4,8.6,62.5%,3.3,4.0,7.4,2.4,1.4,1.0,6.3,7.3,/profile/Sofoklis-Schortsanitis-5266/,/stats/euroleague/2012/Maccabi%20Tel%20Aviv,2012,euroleague,Sofoklis-Schortsanitis-5266,Maccabi%20Tel%20Aviv
Ermal Kuqo,Anadolu Efes,9,9.5,21.7,8.8,13.4,65.5%,0.5,0.9,50.0%,2.8,5.1,54.5%,2.3,1.8,4.1,0.9,0.0,0.0,6.0,14.3,/profile/Ermal-Kuqo-5431/,/stats/euroleague/2012/Anadolu%20Efes,2012,euroleague,Ermal-Kuqo-5431,Anadolu%20Efes
Nathan Jawai,UNICS,15,14.1,21.5,8.1,14.8,54.7%,0.0,0.0,0.0%,5.3,8.3,64.3%,4.7,8.1,12.8,0.8,1.0,1.6,8.9,6.7,/profile/Nathan-Jawai-1404/,/stats/euroleague/2012/UNICS,2012,euroleague,Nathan-Jawai-1404,UNICS
Bojan Bogdanovic,Fenerbahce,16,24.3,21.4,4.0,8.0,50.0%,2.4,5.8,41.1%,6.3,7.7,81.3%,0.3,3.3,3.6,1.1,0.6,0.3,2.1,3.1,/profile/Bojan-Bogdanovic-1104/,/stats/euroleague/2012/Fenerbahce,2012,euroleague,Bojan-Bogdanovic-1104,Fenerbahce
Erazem Lorbek,Barcelona,21,25.2,21.3,6.6,11.2,58.7%,1.8,4.7,38.3%,2.7,3.6,76.1%,1.8,5.8,7.6,2.2,0.9,0.5,0.9,2.3,/profile/Erazem-Lorbek-30/,/stats/euroleague/2012/Barcelona,2012,euroleague,Erazem-Lorbek-30,Barcelona
Giorgi Shermadini,Cantu,16,21.7,21.2,6.4,11.4,56.4%,0.0,0.0,0.0%,8.4,9.9,84.1%,3.6,7.0,10.7,1.5,1.0,1.2,2.1,5.8,/profile/Giorgi-Shermadini-5166/,/stats/euroleague/2012/Cantu,2012,euroleague,Giorgi-Shermadini-5166,Cantu
Marko Banic,Bilbao,20,25.2,21.2,8.3,13.0,63.8%,0.1,0.4,20.0%,4.3,5.4,79.4%,2.5,3.8,6.3,1.0,0.6,0.1,2.5,3.7,/profile/Marko-Banic-143/,/stats/euroleague/2012/Bilbao,2012,euroleague,Marko-Banic-143,Bilbao
Stanko Barac,Anadolu Efes,15,19.9,21.1,8.6,14.9,57.5%,0.0,0.1,0.0%,4.0,6.5,61.2%,2.1,5.7,7.8,0.7,0.9,1.8,4.0,5.9,/profile/Stanko-Barac-249/,/stats/euroleague/2012/Anadolu%20Efes,2012,euroleague,Stanko-Barac-249,Anadolu%20Efes
Andreas Glyniadakis,Olympiakos,9,7.6,21.1,6.4,15.2,42.3%,0.0,0.0,0.0%,8.2,8.8,93.3%,2.9,4.1,7.0,0.6,1.8,0.0,5.3,7.6,/profile/Andreas-Glyniadakis-5451/,/stats/euroleague/2012/Olympiakos,2012,euroleague,Andreas-Glyniadakis-5451,Olympiakos
Nikola Mirotic,Real Madrid,16,23.1,20.7,4.7,8.2,57.0%,1.9,4.2,43.9%,5.8,6.3,91.8%,1.6,5.9,7.5,1.5,1.2,0.7,2.2,3.6,/profile/Nikola-Mirotic-5134/,/stats/euroleague/2012/Real%20Madrid,2012,euroleague,Nikola-Mirotic-5134,Real%20Madrid
Marko Scekic,Cantu,5,16.2,20.7,7.8,10.9,71.4%,0.5,1.6,33.3%,3.6,4.7,77.8%,0.5,2.6,3.1,3.1,0.5,0.5,2.6,6.2,/profile/Marko-Scekic-36897/,/stats/euroleague/2012/Cantu,2012,euroleague,Marko-Scekic-36897,Cantu
Julius Jenkins,Bamberg,10,19.6,20.7,5.2,11.7,44.1%,2.2,6.6,33.3%,3.8,4.0,95.0%,0.4,0.8,1.2,2.8,1.4,0.2,2.0,3.8,/profile/Julius-Jenkins-5368/,/stats/euroleague/2012/Bamberg,2012,euroleague,Julius-Jenkins-5368,Bamberg
Rasko Katic,Partizan,7,10.7,20.5,7.0,11.9,59.1%,0.0,0.0,0.0%,6.5,8.6,75.0%,2.7,0.5,3.2,0.5,1.1,1.1,3.2,6.5,/profile/Rasko-Katic-38136/,/stats/euroleague/2012/Partizan,2012,euroleague,Rasko-Katic-38136,Partizan
Aleks Maric,Panathinaikos,22,7.1,20.5,8.4,12.5,67.3%,0.0,0.0,0.0%,3.6,6.4,56.0%,5.1,8.7,13.8,0.8,2.6,0.5,3.3,7.4,/profile/Aleks-Maric-593/,/stats/euroleague/2012/Panathinaikos,2012,euroleague,Aleks-Maric-593,Panathinaikos
Sonny Weems,Zalgiris,15,29.9,20.4,6.3,12.3,51.4%,1.6,4.4,36.0%,3.1,4.5,68.6%,1.1,5.5,6.6,1.7,1.1,0.3,3.8,3.1,/profile/Sonny-Weems-330/,/stats/euroleague/2012/Zalgiris,2012,euroleague,Sonny-Weems-330,Zalgiris
Demond Mallet,Charleroi,9,35.3,20.4,4.9,9.6,51.3%,2.9,7.7,37.5%,1.9,2.5,76.2%,0.6,1.7,2.3,2.6,1.3,0.0,2.2,2.2,/profile/Demond-Mallet-5387/,/stats/euroleague/2012/Charleroi,2012,euroleague,Demond-Mallet-5387,Charleroi
Henry Domercant,UNICS,19,31.9,20.2,2.7,7.2,37.5%,3.3,6.7,49.5%,5.0,5.9,83.7%,0.4,4.4,4.8,2.1,0.8,0.1,2.9,2.8,/profile/Henry-Domercant-5218/,/stats/euroleague/2012/UNICS,2012,euroleague,Henry-Domercant-5218,UNICS
Kyle Hines,Olympiakos,22,19.6,20.2,7.6,14.7,51.9%,0.0,0.0,0.0%,4.9,8.6,57.6%,4.0,5.2,9.2,2.1,0.7,2.3,3.5,4.8,/profile/Kyle-Hines-513/,/stats/euroleague/2012/Olympiakos,2012,euroleague,Kyle-Hines-513,Olympiakos
Ksistof Lavrinovic,Siena,15,19.5,20.1,4.0,9.1,43.9%,2.2,4.9,44.4%,5.5,7.7,71.4%,1.9,6.0,8.0,2.3,1.4,0.8,2.9,4.7,/profile/Ksistof-Lavrinovic-5116/,/stats/euroleague/2012/Siena,2012,euroleague,Ksistof-Lavrinovic-5116,Siena
Steven Smith,Panathinaikos,20,14.9,19.6,4.1,8.9,45.5%,2.7,6.2,43.5%,3.4,4.2,80.6%,1.4,6.4,7.7,1.5,1.1,0.1,2.3,4.9,/profile/Steven-Smith-387/,/stats/euroleague/2012/Panathinaikos,2012,euroleague,Steven-Smith-387,Panathinaikos
Milan Macvan,Partizan,10,31.6,19.5,5.9,9.2,63.9%,1.5,4.1,37.5%,3.2,3.8,83.3%,2.9,7.5,10.4,2.8,1.3,0.1,1.8,3.6,/profile/Milan-Macvan-1356/,/stats/euroleague/2012/Partizan,2012,euroleague,Milan-Macvan-1356,Partizan
Giorgos Printezis,Olympiakos,21,21.8,19.4,5.7,9.5,60.2%,1.6,5.1,31.0%,3.3,3.9,86.4%,2.0,5.6,7.6,2.2,0.5,0.5,1.4,3.5,/profile/Giorgos-Printezis-1295/,/stats/euroleague/2012/Olympiakos,2012,euroleague,Giorgos-Printezis-1295,Olympiakos
Alexey Shved,CSKA Moscow,21,21.6,19.3,3.8,7.9,48.4%,2.9,5.8,49.3%,3.0,3.7,83.3%,1.3,3.5,4.8,5.5,1.0,0.3,3.0,3.5,/profile/Alexey-Shved-1097/,/stats/euroleague/2012/CSKA%20Moscow,2012,euroleague,Alexey-Shved-1097,CSKA%20Moscow
Igor Rakocevic,Siena,19,19.6,19.3,5.4,11.8,45.5%,1.2,4.6,25.6%,5.0,6.4,78.0%,0.6,3.3,4.0,3.3,0.6,0.2,3.4,2.3,/profile/Igor-Rakocevic-4021/,/stats/euroleague/2012/Siena,2012,euroleague,Igor-Rakocevic-4021,Siena
Gianluca Basile,Cantu,15,21.9,19.2,1.2,2.9,39.1%,4.3,10.1,43.0%,3.8,4.6,83.3%,0.6,2.9,3.6,6.0,0.1,0.0,3.2,3.6,/profile/Gianluca-Basile-5549/,/stats/euroleague/2012/Cantu,2012,euroleague,Gianluca-Basile-5549,Cantu
Robert Rothbart,Olimpija Ljubljana,9,17.8,19.1,7.6,15.2,50.0%,0.3,0.5,50.0%,3.1,3.9,80.0%,4.2,8.4,12.6,0.8,0.5,1.6,3.7,4.2,/profile/Robert-Rothbart-223/,/stats/euroleague/2012/Olimpija%20Ljubljana,2012,euroleague,Robert-Rothbart-223,Olimpija%20Ljubljana
Costas Vassiliadis,Bilbao,20,22.8,19.1,2.3,4.7,49.1%,3.4,8.9,37.6%,4.4,5.0,87.7%,1.1,2.7,3.7,1.4,1.3,0.2,2.6,2.6,/profile/Costas-Vassiliadis-28/,/stats/euroleague/2012/Bilbao,2012,euroleague,Costas-Vassiliadis-28,Bilbao
Dimitri Sokolov,CSKA Moscow,1,10.4,18.9,7.6,11.4,66.7%,0.0,0.0,0.0%,3.8,7.6,50.0%,3.8,15.2,18.9,0.0,0.0,0.0,7.6,0.0,/profile/Dimitri-Sokolov-153/,/stats/euroleague/2012/CSKA%20Moscow,2012,euroleague,Dimitri-Sokolov-153,CSKA%20Moscow
Sasha Vujacic,Anadolu Efes,16,29.0,18.9,3.8,8.2,46.4%,2.3,6.8,33.8%,4.3,5.0,86.4%,0.7,3.8,4.5,2.3,1.5,0.3,1.9,3.8,/profile/Sasha-Vujacic-4724/,/stats/euroleague/2012/Anadolu%20Efes,2012,euroleague,Sasha-Vujacic-4724,Anadolu%20Efes
Mike Batiste,Panathinaikos,23,20.8,18.8,6.9,14.5,47.7%,0.1,0.2,50.0%,4.8,5.9,81.4%,3.7,5.2,8.9,1.4,1.3,0.6,2.9,4.9,/profile/Mike-Batiste-1617/,/stats/euroleague/2012/Panathinaikos,2012,euroleague,Mike-Batiste-1617,Panathinaikos
Tomas Delininkaitis,Zalgiris,16,10.8,18.8,2.9,6.3,46.4%,3.2,6.8,46.7%,3.4,5.0,68.2%,0.9,1.8,2.7,3.4,1.6,0.0,3.4,6.3,/profile/Tomas-Delininkaitis-37652/,/stats/euroleague/2012/Zalgiris,2012,euroleague,Tomas-Delininkaitis-37652,Zalgiris
Luka Zoric,Malaga,16,23.7,18.8,7.3,14.0,52.5%,0.0,0.0,0.0%,4.1,6.0,68.3%,3.6,6.2,9.8,1.2,0.8,1.5,1.8,5.0,/profile/Luka-Zoric-5931/,/stats/euroleague/2012/Malaga,2012,euroleague,Luka-Zoric-5931,Malaga
Sarunas Jasikevicius,Panathinaikos,21,15.4,18.8,5.7,9.8,58.2%,1.9,4.8,38.5%,1.7,2.0,87.5%,1.1,2.2,3.4,6.5,1.5,0.0,4.2,3.9,/profile/Sarunas-Jasikevicius-5267/,/stats/euroleague/2012/Panathinaikos,2012,euroleague,Sarunas-Jasikevicius-5267,Panathinaikos
Martynas Pocius,Real Madrid,14,15.1,18.8,4.7,9.4,50.0%,1.4,5.8,25.0%,5.0,5.6,90.3%,0.5,3.6,4.1,2.2,0.5,0.2,2.5,3.4,/profile/Martynas-Pocius-5885/,/stats/euroleague/2012/Real%20Madrid,2012,euroleague,Martynas-Pocius-5885,Real%20Madrid
Predrag Suput,Bamberg,10,22.6,18.8,5.5,10.7,51.6%,1.5,5.2,30.0%,3.1,3.4,90.0%,1.2,6.0,7.2,2.6,1.4,0.3,4.0,3.4,/profile/Predrag-Suput-5634/,/stats/euroleague/2012/Bamberg,2012,euroleague,Predrag-Suput-5634,Bamberg
Kevin Seraphin,Vitoria,7,19.2,18.7,8.2,14.8,55.1%,0.0,0.0,0.0%,2.4,3.0,80.0%,5.7,4.8,10.6,1.2,0.9,2.1,2.4,6.3,/profile/Kevin-Seraphin-5278/,/stats/euroleague/2012/Vitoria,2012,euroleague,Kevin-Seraphin-5278,Vitoria
Mario Kasun,KK Zagreb,9,25.1,18.6,7.6,14.0,54.2%,0.0,0.2,0.0%,3.4,4.2,80.0%,3.9,6.1,10.0,1.4,1.0,1.4,4.1,4.9,/profile/Mario-Kasun-3105/,/stats/euroleague/2012/KK%20Zagreb,2012,euroleague,Mario-Kasun-3105,KK%20Zagreb
