RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
82,"			
												Da'Shonte Riley
											","
											"," 
											",-,/profile/Dashonte-Riley-5232/,2009,Dashonte-Riley-5232
83,"			
												Chris Colvin
											","
											"," 
											",-,/profile/Chris-Colvin-21978/,2009,Chris-Colvin-21978
84,"			
												DeShawn Painter
											","
											"," 
											",-,/profile/DeShawn-Painter-5662/,2009,DeShawn-Painter-5662
85,"			
												Aaron Dotson
											","
											"," 
											",-,/profile/Aaron-Dotson-19076/,2009,Aaron-Dotson-19076
86,"			
												Talib Zanna
											","
											"," 
											",-,/profile/Talib-Zanna-6327/,2009,Talib-Zanna-6327
87,"			
												Karron Johnson
											","
											"," 
											",-,/profile/Karron-Johnson-1338/,2009,Karron-Johnson-1338
88,"			
												Naji Hibbert
											","
											"," 
											",-,/profile/Naji-Hibbert-16967/,2009,Naji-Hibbert-16967
89,"			
												Glen Rice
											","
													35
											"," 
												2013
											",-0.27,/profile/Glen-Rice-19807/,2009,Glen-Rice-19807
90,"			
												Victor Rudd
											","
											"," 
											",-,/profile/Victor-Rudd-5680/,2009,Victor-Rudd-5680
91,"			
												Lamont Jones
											","
											"," 
											",-,/profile/Lamont-Jones-5695/,2009,Lamont-Jones-5695
92,"			
												Garrick Sherman
											","
											"," 
											",-,/profile/Garrick-Sherman-18793/,2009,Garrick-Sherman-18793
92,"			
												Donnavan Kirk
											","
											"," 
											",-,/profile/Donnavan-Kirk-18795/,2009,Donnavan-Kirk-18795
94,"			
												Chris Braswell
											","
											"," 
											",-,/profile/Chris-Braswell-5820/,2009,Chris-Braswell-5820
95,"			
												Devin Booker
											","
											"," 
											",-,/profile/Devin-Booker-20488/,2009,Devin-Booker-20488
96,"			
												Derek Elston
											","
											"," 
											",-,/profile/Derek-Elston-19371/,2009,Derek-Elston-19371
97,"			
												Rodney McGruder
											","
											"," 
											",-1.82,/profile/Rodney-McGruder-19223/,2009,Rodney-McGruder-19223
98,"			
												Reeves Nelson
											","
											"," 
											",-,/profile/Reeves-Nelson-6309/,2009,Reeves-Nelson-6309
99,"			
												Trent Lockett
											","
											"," 
											",-,/profile/Trent-Lockett-6508/,2009,Trent-Lockett-6508
99,"			
												Jordan Williams
											","
													36
											"," 
												2011
											",1.17,/profile/Jordan-Williams-5864/,2009,Jordan-Williams-5864
101,"			
												Tyler Griffey
											","
											"," 
											",-,/profile/Tyler-Griffey-19410/,2009,Tyler-Griffey-19410
101,"			
												Derrick Williams
											","
													2
											"," 
												2011
											",1.44,/profile/Derrick-Williams-5811/,2009,Derrick-Williams-5811
103,"			
												Darius Smith
											","
											"," 
											",-,/profile/Darius-Smith-22315/,2009,Darius-Smith-22315
104,"			
												Dalton Pepper
											","
											"," 
											",-,/profile/Dalton-Pepper-16500/,2009,Dalton-Pepper-16500
105,"			
												Anthony Stover
											","
											"," 
											",-,/profile/Anthony-Stover-6369/,2009,Anthony-Stover-6369
106,"			
												Keith Clanton
											","
											"," 
											",-,/profile/Keith-Clanton-5822/,2009,Keith-Clanton-5822
106,"			
												Cadarian Raines
											","
											"," 
											",-,/profile/Cadarian-Raines-16572/,2009,Cadarian-Raines-16572
108,"			
												Kevin Parrom
											","
											"," 
											",-,/profile/Kevin-Parrom-6521/,2009,Kevin-Parrom-6521
109,"			
												Scott Wood
											","
											"," 
											",-,/profile/Scott-Wood-18286/,2009,Scott-Wood-18286
109,"			
												A.J. Walton
											","
											"," 
											",-,/profile/A.J.-Walton-18111/,2009,A.J.-Walton-18111
111,"			
												D.J. Byrd
											","
											"," 
											",-,/profile/D.J.-Byrd-17817/,2009,D.J.-Byrd-17817
112,"			
												Dane Miller
											","
											"," 
											",-,/profile/Dane-Miller-5863/,2009,Dane-Miller-5863
113,"			
												Stephan Van Treese
											","
											"," 
											",-,/profile/Stephan-Van-Treese-19048/,2009,Stephan-Van-Treese-19048
114,"			
												Clarence Trent
											","
											"," 
											",-,/profile/Clarence-Trent-20544/,2009,Clarence-Trent-20544
115,"			
												Joe Burton
											","
											"," 
											",-,/profile/Joe-Burton-17998/,2009,Joe-Burton-17998
115,"			
												Darius Morris
											","
													41
											"," 
												2011
											",-0.38,/profile/Darius-Morris-6343/,2009,Darius-Morris-6343
117,"			
												Jack Cooley
											","
											"," 
											",0.01,/profile/Jack-Cooley-18104/,2009,Jack-Cooley-18104
118,"			
												Omari Lawrence
											","
											"," 
											",-,/profile/Omari-Lawrence-21219/,2009,Omari-Lawrence-21219
118,"			
												Kourtney Roberson
											","
											"," 
											",-,/profile/Kourtney-Roberson-7062/,2009,Kourtney-Roberson-7062
120,"			
												Demetrius Walker
											","
											"," 
											",-,/profile/Demetrius-Walker-22580/,2009,Demetrius-Walker-22580
120,"			
												Michael Dixon
											","
											"," 
											",-,/profile/Michael-Dixon-6475/,2009,Michael-Dixon-6475
122,"			
												Nick Russell
											","
											"," 
											",-,/profile/Nick-Russell-19221/,2009,Nick-Russell-19221
123,"			
												Steven Pledger
											","
											"," 
											",-,/profile/Steven-Pledger-18040/,2009,Steven-Pledger-18040
123,"			
												Lamar Patterson
											","
													48
											"," 
												2014
											",-0.74,/profile/Lamar-Patterson-5694/,2009,Lamar-Patterson-5694
123,"			
												Khris Middleton
											","
													39
											"," 
												2012
											",3.72,/profile/Khris-Middleton-6332/,2009,Khris-Middleton-6332
126,"			
												Hassan Whiteside
											","
													33
											"," 
												2010
											",6.83,/profile/Hassan-Whiteside-5660/,2009,Hassan-Whiteside-5660
127,"			
												Terrance Shannon
											","
											"," 
											",-,/profile/Terrance-Shannon-19918/,2009,Terrance-Shannon-19918
128,"			
												Rashanti Harris
											","
											"," 
											",-,/profile/Rashanti-Harris-1322/,2009,Rashanti-Harris-1322
129,"			
												Terrence Boyd
											","
											"," 
											",-,/profile/Terrence-Boyd-42295/,2009,Terrence-Boyd-42295
129,"			
												John Riek
											","
											"," 
											",-,/profile/John-Riek-1317/,2009,John-Riek-1317
131,"			
												Greg Smith
											","
											"," 
											",0.55,/profile/Greg-Smith-5817/,2009,Greg-Smith-5817
131,"			
												Xavier Thames
											","
													59
											"," 
												2014
											",-,/profile/Xavier-Thames-17492/,2009,Xavier-Thames-17492
131,"			
												Dan Jennings
											","
											"," 
											",-,/profile/Dan-Jennings-16496/,2009,Dan-Jennings-16496
134,"			
												Brandon Triche
											","
											"," 
											",-,/profile/Brandon-Triche-5816/,2009,Brandon-Triche-5816
135,"			
												Shawn Kemp
											","
											"," 
											",-,/profile/Shawn-Kemp-42123/,2009,Shawn-Kemp-42123
136,"			
												James Padgett
											","
											"," 
											",-,/profile/James-Padgett-18891/,2009,James-Padgett-18891
136,"			
												Tim Frazier
											","
											"," 
											",0.33,/profile/Tim-Frazier-17944/,2009,Tim-Frazier-17944
138,"			
												Mangisto Arop
											","
											"," 
											",-,/profile/Mangisto-Arop-19780/,2009,Mangisto-Arop-19780
139,"			
												Jared Cunningham
											","
													24
											"," 
												2012
											",-0.20,/profile/Jared-Cunningham-6484/,2009,Jared-Cunningham-6484
140,"			
												Jarred Shaw
											","
											"," 
											",-,/profile/Jarred-Shaw-18053/,2009,Jarred-Shaw-18053
141,"			
												Matt Vogrich
											","
											"," 
											",-,/profile/Matt-Vogrich-18781/,2009,Matt-Vogrich-18781
142,"			
												Andrew Bock
											","
											"," 
											",-,/profile/Andrew-Bock-22296/,2009,Andrew-Bock-22296
143,"			
												Jeff Robinson
											","
											"," 
											",-,/profile/Jeff-Robinson-16271/,2009,Jeff-Robinson-16271
143,"			
												C.J. Harris
											","
											"," 
											",-,/profile/C.J.-Harris-6194/,2009,C.J.-Harris-6194
145,"			
												Bobby Capobianco
											","
											"," 
											",-,/profile/Bobby-Capobianco-19367/,2009,Bobby-Capobianco-19367
146,"			
												Joey Brooks
											","
											"," 
											",-,/profile/Joey-Brooks-18099/,2009,Joey-Brooks-18099
147,"			
												E.J. Singler
											","
											"," 
											",-,/profile/E.J.-Singler-17986/,2009,E.J.-Singler-17986
148,"			
												Carlos Lopez
											","
											"," 
											",-,/profile/Carlos-Lopez-18492/,2009,Carlos-Lopez-18492
148,"			
												C.J. Wilcox
											","
													28
											"," 
												2014
											",-0.13,/profile/C.J.-Wilcox-6510/,2009,C.J.-Wilcox-6510
150,"			
												Tyler Haws
											","
											"," 
											",-,/profile/Tyler-Haws-22490/,2009,Tyler-Haws-22490
150,"			
												Garrius Adams
											","
											"," 
											",-,/profile/Garrius-Adams-18801/,2009,Garrius-Adams-18801
150,"			
												Angus Brandt
											","
											"," 
											",-,/profile/Angus-Brandt-17996/,2009,Angus-Brandt-17996
150,"			
												Deniz Kilicli
											","
											"," 
											",-,/profile/Deniz-Kilicli-5279/,2009,Deniz-Kilicli-5279
154,"			
												Damon Powell
											","
											"," 
											",-,/profile/Damon-Powell-53381/,2009,Damon-Powell-53381
154,"			
												Arsalan Kazemi
											","
													54
											"," 
												2013
											",-,/profile/Arsalan-Kazemi-5665/,2009,Arsalan-Kazemi-5665
156,"			
												Roscoe Davis
											","
											"," 
											",-,/profile/Roscoe-Davis-53382/,2009,Roscoe-Davis-53382
157,"			
												Sam Dower
											","
											"," 
											",-,/profile/Sam-Dower-19785/,2009,Sam-Dower-19785
158,"			
												Joseph Bertrand
											","
											"," 
											",-,/profile/Joseph-Bertrand-19409/,2009,Joseph-Bertrand-19409
158,"			
												Dexter Fields
											","
											"," 
											",-,/profile/Dexter-Fields-16190/,2009,Dexter-Fields-16190
160,"			
												Johnnie Lacy
											","
											"," 
											",-,/profile/Johnnie-Lacy-21442/,2009,Johnnie-Lacy-21442
161,"			
												Marcus Jordan
											","
											"," 
											",-,/profile/Marcus-Jordan-6345/,2009,Marcus-Jordan-6345
162,"			
												Bawa Muniru
											","
											"," 
											",-,/profile/Bawa-Muniru-21987/,2009,Bawa-Muniru-21987
163,"			
												Justin Cobbs
											","
											"," 
											",-,/profile/Justin-Cobbs-20725/,2009,Justin-Cobbs-20725
163,"			
												Glenn Bryant
											","
											"," 
											",-,/profile/Glenn-Bryant-19346/,2009,Glenn-Bryant-19346
165,"			
												Mike Bruesewitz
											","
											"," 
											",-,/profile/Mike-Bruesewitz-16364/,2009,Mike-Bruesewitz-16364
165,"			
												Brian Oliver
											","
											"," 
											",-,/profile/Brian-Oliver-35351/,2009,Brian-Oliver-35351
167,"			
												Sherrod Wright
											","
											"," 
											",-,/profile/Sherrod-Wright-19862/,2009,Sherrod-Wright-19862
168,"			
												Andre Malone
											","
											"," 
											",-,/profile/Andre-Malone-19017/,2009,Andre-Malone-19017
169,"			
												Tamir Jackson
											","
											"," 
											",-,/profile/Tamir-Jackson-17766/,2009,Tamir-Jackson-17766
169,"			
												Cully Payne
											","
											"," 
											",-,/profile/Cully-Payne-19304/,2009,Cully-Payne-19304
171,"			
												Diamond Taylor
											","
											"," 
											",-,/profile/Diamond-Taylor-17269/,2009,Diamond-Taylor-17269
172,"			
												Jason Calliste
											","
											"," 
											",-,/profile/Jason-Calliste-20189/,2009,Jason-Calliste-20189
172,"			
												Earnest Ross
											","
											"," 
											",-,/profile/Earnest-Ross-19024/,2009,Earnest-Ross-19024
174,"			
												Austin Carroll
											","
											"," 
											",-,/profile/Austin-Carroll-17706/,2009,Austin-Carroll-17706
175,"			
												Torin Walker
											","
											"," 
											",-,/profile/Torin-Walker-21513/,2009,Torin-Walker-21513
176,"			
												Ray Turner
											","
											"," 
											",-,/profile/Ray-Turner-16961/,2009,Ray-Turner-16961
177,"			
												Shaun Smith
											","
											"," 
											",-,/profile/Shaun-Smith-18734/,2009,Shaun-Smith-18734
178,"			
												Manny Atkins
											","
											"," 
											",-,/profile/Manny-Atkins-16581/,2009,Manny-Atkins-16581
179,"			
												Jerry Brown
											","
											"," 
											",-,/profile/Jerry-Brown-1337/,2009,Jerry-Brown-1337
179,"			
												Jeremy Olsen
											","
											"," 
											",-,/profile/Jeremy-Olsen-53383/,2009,Jeremy-Olsen-53383
179,"			
												Daniel Miller
											","
											"," 
											",-,/profile/Daniel-Miller-19806/,2009,Daniel-Miller-19806
182,"			
												Tevin Baskin
											","
											"," 
											",-,/profile/Tevin-Baskin-17800/,2009,Tevin-Baskin-17800
183,"			
												Ricardo Ratliffe
											","
											"," 
											",-,/profile/Ricardo-Ratliffe-18687/,2009,Ricardo-Ratliffe-18687
184,"			
												Donte Medder
											","
											"," 
											",-,/profile/Donte-Medder-16750/,2009,Donte-Medder-16750
184,"			
												Augustine Rubit
											","
											"," 
											",-,/profile/Augustine-Rubit-17398/,2009,Augustine-Rubit-17398
184,"			
												Fred Gulley
											","
											"," 
											",-,/profile/Fred-Gulley-18050/,2009,Fred-Gulley-18050
187,"			
												David Chadwick
											","
											"," 
											",-,/profile/David-Chadwick-17756/,2009,David-Chadwick-17756
188,"			
												Dion Sims
											","
											"," 
											",-,/profile/Dion-Sims-21765/,2009,Dion-Sims-21765
188,"			
												Drew Crawford
											","
											"," 
											",-,/profile/Drew-Crawford-18124/,2009,Drew-Crawford-18124
190,"			
												Jordan Swing
											","
											"," 
											",-,/profile/Jordan-Swing-20916/,2009,Jordan-Swing-20916
191,"			
												Brennan Cougill
											","
											"," 
											",-,/profile/Brennan-Cougill-21971/,2009,Brennan-Cougill-21971
191,"			
												Ramon Galloway
											","
											"," 
											",-,/profile/Ramon-Galloway-17366/,2009,Ramon-Galloway-17366
193,"			
												Freddie Riley
											","
											"," 
											",-,/profile/Freddie-Riley-18865/,2009,Freddie-Riley-18865
193,"			
												K.J. Sherrill
											","
											"," 
											",-,/profile/K.J.-Sherrill-18549/,2009,K.J.-Sherrill-18549
195,"			
												Austin Johnson
											","
											"," 
											",-,/profile/Austin-Johnson-17712/,2009,Austin-Johnson-17712
195,"			
												Brandon Smith
											","
											"," 
											",-,/profile/Brandon-Smith-20737/,2009,Brandon-Smith-20737
197,"			
												Ian Hummer
											","
											"," 
											",-,/profile/Ian-Hummer-17849/,2009,Ian-Hummer-17849
198,"			
												Donte Hill
											","
											"," 
											",-,/profile/Donte-Hill-20475/,2009,Donte-Hill-20475
198,"			
												Kadeem Batts
											","
											"," 
											",-,/profile/Kadeem-Batts-17835/,2009,Kadeem-Batts-17835
1,"			
												Harrison Barnes
											","
													7
											"," 
												2012
											",2.38,/profile/Harrison-Barnes-5705/,2010,Harrison-Barnes-5705
2,"			
												Jared Sullinger
											","
													21
											"," 
												2012
											",3.55,/profile/Jared-Sullinger-5029/,2010,Jared-Sullinger-5029
3,"			
												Kyrie Irving
											","
													1
											"," 
												2011
											",13.59,/profile/Kyrie-Irving-5735/,2010,Kyrie-Irving-5735
4,"			
												Josh Selby
											","
													49
											"," 
												2011
											",-0.60,/profile/Josh-Selby-5682/,2010,Josh-Selby-5682
5,"			
												Brandon Knight
											","
													8
											"," 
												2011
											",2.87,/profile/Brandon-Knight-5140/,2010,Brandon-Knight-5140
6,"			
												Tobias Harris
											","
													19
											"," 
												2011
											",3.80,/profile/Tobias-Harris-5740/,2010,Tobias-Harris-5740
7,"			
												Perry Jones
											","
													28
											"," 
												2012
											",-0.64,/profile/Perry-Jones-5713/,2010,Perry-Jones-5713
8,"			
												Enes Kanter
											","
													3
											"," 
												2011
											",6.13,/profile/Enes-Kanter-5168/,2010,Enes-Kanter-5168
9,"			
												Will Barton
											","
													40
											"," 
												2012
											",1.83,/profile/Will-Barton-5737/,2010,Will-Barton-5737
10,"			
												Terrence Jones
											","
													18
											"," 
												2012
											",3.07,/profile/Terrence-Jones-5708/,2010,Terrence-Jones-5708
11,"			
												C.J. Leslie
											","
											"," 
											",-,/profile/C.J.-Leslie-5736/,2010,C.J.-Leslie-5736
12,"			
												Tristan Thompson
											","
													4
											"," 
												2011
											",5.91,/profile/Tristan-Thompson-5226/,2010,Tristan-Thompson-5226
13,"			
												Cory Joseph
											","
													29
											"," 
												2011
											",1.66,/profile/Cory-Joseph-5664/,2010,Cory-Joseph-5664
14,"			
												Reggie Bullock
											","
													25
											"," 
												2013
											",-0.17,/profile/Reggie-Bullock-5212/,2010,Reggie-Bullock-5212
15,"			
												Fab Melo
											","
													22
											"," 
												2012
											",-0.11,/profile/Fab-Melo-5715/,2010,Fab-Melo-5715
16,"			
												Patric Young
											","
											"," 
											",-,/profile/Patric-Young-5746/,2010,Patric-Young-5746
17,"			
												Deshaun Thomas
											","
													58
											"," 
												2013
											",-,/profile/Deshaun-Thomas-1290/,2010,Deshaun-Thomas-1290
18,"			
												Tony Mitchell
											","
													37
											"," 
												2013
											",0.10,/profile/Tony-Mitchell-6229/,2010,Tony-Mitchell-6229
19,"			
												Joe Jackson
											","
											"," 
											",-,/profile/Joe-Jackson-5739/,2010,Joe-Jackson-5739
20,"			
												Joshua Smith
											","
											"," 
											",-,/profile/Joshua-Smith-5251/,2010,Joshua-Smith-5251
21,"			
												Adreian Payne
											","
													15
											"," 
												2014
											",-0.56,/profile/Adreian-Payne-5286/,2010,Adreian-Payne-5286
22,"			
												Jelan Kendrick
											","
											"," 
											",-,/profile/Jelan-Kendrick-5742/,2010,Jelan-Kendrick-5742
23,"			
												Dion Waiters
											","
													4
											"," 
												2012
											",1.13,/profile/Dion-Waiters-5738/,2010,Dion-Waiters-5738
24,"			
												Ray McCallum
											","
													36
											"," 
												2013
											",0.01,/profile/Ray-McCallum-5718/,2010,Ray-McCallum-5718
25,"			
												Doron Lamb
											","
													42
											"," 
												2012
											",-0.96,/profile/Doron-Lamb-5213/,2010,Doron-Lamb-5213
26,"			
												Ryan Harrow
											","
											"," 
											",-,/profile/Ryan-Harrow-5725/,2010,Ryan-Harrow-5725
27,"			
												Jereme Richmond
											","
											"," 
											",-,/profile/Jereme-Richmond-5208/,2010,Jereme-Richmond-5208
28,"			
												Kendall Marshall
											","
													13
											"," 
												2012
											",-0.04,/profile/Kendall-Marshall-5095/,2010,Kendall-Marshall-5095
29,"			
												Meyers Leonard
											","
													11
											"," 
												2012
											",0.27,/profile/Meyers-Leonard-5756/,2010,Meyers-Leonard-5756
30,"			
												Vander Blue
											","
											"," 
											",-0.17,/profile/Vander-Blue-5960/,2010,Vander-Blue-5960
31,"			
												Roscoe Smith
											","
											"," 
											",-,/profile/Roscoe-Smith-5741/,2010,Roscoe-Smith-5741
32,"			
												Terrence Ross
											","
													8
											"," 
												2012
											",0.91,/profile/Terrence-Ross-5747/,2010,Terrence-Ross-5747
33,"			
												Josh Hairston
											","
											"," 
											",-,/profile/Josh-Hairston-5710/,2010,Josh-Hairston-5710
34,"			
												Dwight Powell
											","
													45
											"," 
												2014
											",1.99,/profile/Dwight-Powell-5750/,2010,Dwight-Powell-5750
35,"			
												Trey Zeigler
											","
											"," 
											",-,/profile/Trey-Zeigler-5287/,2010,Trey-Zeigler-5287
36,"			
												Keith Appling
											","
											"," 
											",-0.21,/profile/Keith-Appling-6217/,2010,Keith-Appling-6217
37,"			
												Cameron Clark
											","
											"," 
											",-,/profile/Cameron-Clark-5749/,2010,Cameron-Clark-5749
38,"			
												Ian Miller
											","
											"," 
											",-,/profile/Ian-Miller-6214/,2010,Ian-Miller-6214
39,"			
												Jordan McRae
											","
													58
											"," 
												2014
											",0.10,/profile/Jordan-McRae-5758/,2010,Jordan-McRae-5758
40,"			
												Tyler Lamb
											","
											"," 
											",-,/profile/Tyler-Lamb-6220/,2010,Tyler-Lamb-6220
41,"			
												Justin Coleman
											","
											"," 
											",-,/profile/Justin-Coleman-5755/,2010,Justin-Coleman-5755
42,"			
												Keala King
											","
											"," 
											",-,/profile/Keala-King-5709/,2010,Keala-King-5709
43,"			
												Stacey Poole
											","
											"," 
											",-,/profile/Stacey-Poole-6517/,2010,Stacey-Poole-6517
44,"			
												Nate Lubick
											","
											"," 
											",-,/profile/Nate-Lubick-5495/,2010,Nate-Lubick-5495
45,"			
												J.T. Terrell
											","
											"," 
											",-,/profile/J.T.-Terrell-5734/,2010,J.T.-Terrell-5734
46,"			
												Lorenzo Brown
											","
													52
											"," 
												2013
											",-0.17,/profile/Lorenzo-Brown-5789/,2010,Lorenzo-Brown-5789
47,"			
												Luke Cothron
											","
											"," 
											",-,/profile/Luke-Cothron-6227/,2010,Luke-Cothron-6227
48,"			
												K.T. Harrell
											","
											"," 
											",-,/profile/K.T.-Harrell-6215/,2010,K.T.-Harrell-6215
49,"			
												Gorgui Dieng
											","
													21
											"," 
												2013
											",5.00,/profile/Gorgui-Dieng-6219/,2010,Gorgui-Dieng-6219
50,"			
												Gerard Coleman
											","
											"," 
											",-,/profile/Gerard-Coleman-5790/,2010,Gerard-Coleman-5790
51,"			
												Okaro White
											","
											"," 
											",-0.75,/profile/Okaro-White-5770/,2010,Okaro-White-5770
52,"			
												Phil Pressey
											","
											"," 
											",-0.25,/profile/Phil-Pressey-6225/,2010,Phil-Pressey-6225
53,"			
												Dominique Ferguson
											","
											"," 
											",-,/profile/Dominique-Ferguson-5716/,2010,Dominique-Ferguson-5716
54,"			
												James Bell
											","
											"," 
											",-,/profile/James-Bell-5661/,2010,James-Bell-5661
55,"			
												Casey Prather
											","
											"," 
											",-,/profile/Casey-Prather-6226/,2010,Casey-Prather-6226
56,"			
												Travis McKie
											","
											"," 
											",-,/profile/Travis-McKie-6224/,2010,Travis-McKie-6224
57,"			
												Mychal Parker
											","
											"," 
											",-,/profile/Mychal-Parker-5745/,2010,Mychal-Parker-5745
58,"			
												JayVaughn Pinkston
											","
											"," 
											",-,/profile/JayVaughn-Pinkston-6218/,2010,JayVaughn-Pinkston-6218
59,"			
												Michael Cobbins
											","
											"," 
											",-,/profile/Michael-Cobbins-6228/,2010,Michael-Cobbins-6228
60,"			
												Anthony Brown
											","
													34
											"," 
												2015
											",-0.67,/profile/Anthony-Brown-6222/,2010,Anthony-Brown-6222
61,"			
												Jordan Sibert
											","
											"," 
											",-,/profile/Jordan-Sibert-18076/,2010,Jordan-Sibert-18076
62,"			
												Tarik Black
											","
											"," 
											",1.19,/profile/Tarik-Black-5711/,2010,Tarik-Black-5711
63,"			
												Damontre Harris
											","
											"," 
											",-,/profile/Damontre-Harris-6223/,2010,Damontre-Harris-6223
64,"			
												Trevor Releford
											","
											"," 
											",-,/profile/Trevor-Releford-6221/,2010,Trevor-Releford-6221
65,"			
												Juwan Staten
											","
											"," 
											",-,/profile/Juwan-Staten-20264/,2010,Juwan-Staten-20264
66,"			
												Carson Desrosiers
											","
											"," 
											",-,/profile/Carson-Desrosiers-6216/,2010,Carson-Desrosiers-6216
67,"			
												Rion Brown
											","
											"," 
											",-,/profile/Rion-Brown-18800/,2010,Rion-Brown-18800
68,"			
												Terone Johnson
											","
											"," 
											",-,/profile/Terone-Johnson-17818/,2010,Terone-Johnson-17818
69,"			
												Jamail Jones
											","
											"," 
											",-,/profile/Jamail-Jones-18926/,2010,Jamail-Jones-18926
70,"			
												Gary Franklin
											","
											"," 
											",-,/profile/Gary-Franklin-5760/,2010,Gary-Franklin-5760
71,"			
												James Johnson
											","
											"," 
											",-,/profile/James-Johnson-16557/,2010,James-Johnson-16557
72,"			
												Allen Crabbe
											","
													31
											"," 
												2013
											",0.37,/profile/Allen-Crabbe-6477/,2010,Allen-Crabbe-6477
73,"			
												Justin Martin
											","
											"," 
											",-,/profile/Justin-Martin-5748/,2010,Justin-Martin-5748
74,"			
												Noah Cottrill
											","
											"," 
											",-,/profile/Noah-Cottrill-1289/,2010,Noah-Cottrill-1289
75,"			
												Bruce Ellington
											","
											"," 
											",-,/profile/Bruce-Ellington-17364/,2010,Bruce-Ellington-17364
76,"			
												J.J. Moore
											","
											"," 
											",-,/profile/J.J.-Moore-5795/,2010,J.J.-Moore-5795
77,"			
												Javarez Willis
											","
											"," 
											",-,/profile/Javarez-Willis-16883/,2010,Javarez-Willis-16883
78,"			
												Geron Johnson
											","
											"," 
											",-,/profile/Geron-Johnson-42293/,2010,Geron-Johnson-42293
79,"			
												Jason Morris
											","
											"," 
											",-,/profile/Jason-Morris-19809/,2010,Jason-Morris-19809
80,"			
												Jarell Eddie
											","
											"," 
											",-0.01,/profile/Jarell-Eddie-16578/,2010,Jarell-Eddie-16578
81,"			
												Daniel Bejarano
											","
											"," 
											",-,/profile/Daniel-Bejarano-5761/,2010,Daniel-Bejarano-5761
82,"			
												Bryce Dejean-Jones
											","
											"," 
											",-0.17,/profile/Bryce-Dejean-Jones-17289/,2010,Bryce-Dejean-Jones-17289
83,"			
												Evan Smotrycz
											","
											"," 
											",-,/profile/Evan-Smotrycz-18782/,2010,Evan-Smotrycz-18782
84,"			
												C.J. Fair
											","
											"," 
											",-,/profile/C.J.-Fair-6342/,2010,C.J.-Fair-6342
85,"			
												Shabazz Napier
											","
													24
											"," 
												2014
											",-0.15,/profile/Shabazz-Napier-10083/,2010,Shabazz-Napier-10083
86,"			
												C.J. Aiken
											","
											"," 
											",-,/profile/C.J.-Aiken-17602/,2010,C.J.-Aiken-17602
87,"			
												Rod Odom
											","
											"," 
											",-,/profile/Rod-Odom-16639/,2010,Rod-Odom-16639
88,"			
												Matt Derenbecker
											","
											"," 
											",-,/profile/Matt-Derenbecker-19085/,2010,Matt-Derenbecker-19085
89,"			
												Jeremy Lamb
											","
													12
											"," 
												2012
											",2.00,/profile/Jeremy-Lamb-6380/,2010,Jeremy-Lamb-6380
90,"			
												Markel Starks
											","
											"," 
											",-,/profile/Markel-Starks-19847/,2010,Markel-Starks-19847
91,"			
												Eric Atkins
											","
											"," 
											",-,/profile/Eric-Atkins-18105/,2010,Eric-Atkins-18105
92,"			
												Rickey Scott
											","
											"," 
											",-,/profile/Rickey-Scott-19339/,2010,Rickey-Scott-19339
93,"			
												Crandall Head
											","
											"," 
											",-,/profile/Crandall-Head-5762/,2010,Crandall-Head-5762
94,"			
												Melvin Tabb
											","
											"," 
											",-,/profile/Melvin-Tabb-16539/,2010,Melvin-Tabb-16539
95,"			
												T.J. Taylor
											","
											"," 
											",-,/profile/T.J.-Taylor-18029/,2010,T.J.-Taylor-18029
96,"			
												Trae Golden
											","
											"," 
											",-,/profile/Trae-Golden-5027/,2010,Trae-Golden-5027
97,"			
												Chris Crawford
											","
											"," 
											",-,/profile/Chris-Crawford-35357/,2010,Chris-Crawford-35357
98,"			
												Demarco Cox
											","
											"," 
											",-,/profile/Demarco-Cox-18691/,2010,Demarco-Cox-18691
99,"			
												Russell Byrd
											","
											"," 
											",-,/profile/Russell-Byrd-5769/,2010,Russell-Byrd-5769
100,"			
												Tobi Oyedeji
											","
											"," 
											",-,/profile/Tobi-Oyedeji-53380/,2010,Tobi-Oyedeji-53380
101,"			
												Dundrecous Nelson
											","
											"," 
											",-,/profile/Dundrecous-Nelson-18702/,2010,Dundrecous-Nelson-18702
102,"			
												Andre Stringer
											","
											"," 
											",-,/profile/Andre-Stringer-19086/,2010,Andre-Stringer-19086
103,"			
												Alex Kirk
											","
											"," 
											",-0.01,/profile/Alex-Kirk-18414/,2010,Alex-Kirk-18414
104,"			
												Joseph Young
											","
													43
											"," 
												2015
											",-0.08,/profile/Joseph-Young-41330/,2010,Joseph-Young-41330
105,"			
												Moses Ayegba
											","
											"," 
											",-,/profile/Moses-Ayegba-19838/,2010,Moses-Ayegba-19838
106,"			
												R.J. Slawson
											","
											"," 
											",-,/profile/R.J.-Slawson-17362/,2010,R.J.-Slawson-17362
107,"			
												Dan Alexander
											","
											"," 
											",-,/profile/Dan-Alexander-16951/,2010,Dan-Alexander-16951
108,"			
												Jason Carter
											","
											"," 
											",-,/profile/Jason-Carter-16327/,2010,Jason-Carter-16327
109,"			
												Ralston Turner
											","
											"," 
											",-,/profile/Ralston-Turner-19067/,2010,Ralston-Turner-19067
110,"			
												Lenzelle Smith
											","
											"," 
											",-,/profile/Lenzelle-Smith-18077/,2010,Lenzelle-Smith-18077
