RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
163,"			
												Connor MacDougall
											","
											"," 
											",-,/profile/Connor-MacDougall-82885/,2014,Connor-MacDougall-82885
163,"			
												Bryant Mcintosh
											","
											"," 
											",-,/profile/Bryant-Mcintosh-82868/,2014,Bryant-Mcintosh-82868
165,"			
												Therence Mayimba
											","
											"," 
											",-,/profile/Therence-Mayimba-71730/,2014,Therence-Mayimba-71730
166,"			
												Shep Garner
											","
											"," 
											",-,/profile/Shep-Garner-70678/,2014,Shep-Garner-70678
167,"			
												Djuan Piper
											","
											"," 
											",-,/profile/Djuan-Piper-82856/,2014,Djuan-Piper-82856
168,"			
												Javon Bess
											","
											"," 
											",-,/profile/Javon-Bess-71600/,2014,Javon-Bess-71600
169,"			
												Marqywell Jackson
											","
											"," 
											",-,/profile/Marqywell-Jackson-82900/,2014,Marqywell-Jackson-82900
170,"			
												Jeffery Garrett
											","
											"," 
											",-,/profile/Jeffery-Garrett-71611/,2014,Jeffery-Garrett-71611
171,"			
												LaDamion Keys
											","
											"," 
											",-,/profile/LaDamion-Keys-82242/,2014,LaDamion-Keys-82242
172,"			
												Cedric Turman
											","
											"," 
											",-,/profile/Cedric-Thurman-71574/,2014,Cedric-Thurman-71574
173,"			
												Casey Benson
											","
											"," 
											",-,/profile/Casey-Benson-72470/,2014,Casey-Benson-72470
174,"			
												Keith Pinckney
											","
											"," 
											",-,/profile/Keith-Pinckney-71769/,2014,Keith-Pinckney-71769
175,"			
												Kevin Zabo
											","
											"," 
											",-,/profile/Kevin-Zabo-7094/,2014,Kevin-Zabo-7094
176,"			
												Andre Walker
											","
											"," 
											",-,/profile/Andre-Walker-82829/,2014,Andre-Walker-82829
177,"			
												Jackson Davis
											","
											"," 
											",-,/profile/Jackson-Davis-71633/,2014,Jackson-Davis-71633
178,"			
												Mike Williams
											","
											"," 
											",-,/profile/Mike-Williams-71987/,2014,Mike-Williams-71987
179,"			
												Jordan Cornish
											","
											"," 
											",-,/profile/Jordan-Cornish-71701/,2014,Jordan-Cornish-71701
180,"			
												Matz Stockman
											","
											"," 
											",-,/profile/Matz-Stockman-68809/,2014,Matz-Stockman-68809
181,"			
												Tariq Owens
											","
											"," 
											",-,/profile/Tariq-Owens-72832/,2014,Tariq-Owens-72832
182,"			
												Jalen Hudson
											","
											"," 
											",-,/profile/Jalen-Hudson-71623/,2014,Jalen-Hudson-71623
183,"			
												Jonathan Williams
											","
											"," 
											",-,/profile/Jonathan-Williams-82827/,2014,Jonathan-Williams-82827
184,"			
												Lance Tejada
											","
											"," 
											",-,/profile/Lance-Tejada-72514/,2014,Lance-Tejada-72514
185,"			
												Silas Melson
											","
											"," 
											",-,/profile/Silas-Melson-70313/,2014,Silas-Melson-70313
186,"			
												Yante Maten
											","
											"," 
											",-,/profile/Yante-Maten-71626/,2014,Yante-Maten-71626
187,"			
												Malik Marquetti
											","
											"," 
											",-,/profile/Malik-Marquetti-82874/,2014,Malik-Marquetti-82874
188,"			
												Bakary Konate
											","
											"," 
											",-,/profile/Bakary-Konate-6211/,2014,Bakary-Konate-6211
189,"			
												Melvin Swift
											","
											"," 
											",-,/profile/Melvin-Swift-70352/,2014,Melvin-Swift-70352
190,"			
												Shane Hall
											","
											"," 
											",-,/profile/Shane-Hall-82889/,2014,Shane-Hall-82889
191,"			
												JaQuel Richmond
											","
											"," 
											",-,/profile/JaQuel-Richmond-70260/,2014,JaQuel-Richmond-70260
192,"			
												Kodi Justice
											","
											"," 
											",-,/profile/Kodi-Justice-82894/,2014,Kodi-Justice-82894
192,"			
												Jacob Hammond
											","
											"," 
											",-,/profile/Jacob-Hammond-70474/,2014,Jacob-Hammond-70474
194,"			
												Shavar Newkirk
											","
											"," 
											",-,/profile/Shavar-Newkirk-71713/,2014,Shavar-Newkirk-71713
194,"			
												Sean O'Mara
											","
											"," 
											",-,/profile/Sean-O-Mara-82861/,2014,Sean-O-Mara-82861
194,"			
												Richard Lee
											","
											"," 
											",-,/profile/Richard-Lee-70290/,2014,Richard-Lee-70290
197,"			
												Murshid Randle
											","
											"," 
											",-,/profile/Murshid-Randle-82849/,2014,Murshid-Randle-82849
198,"			
												Keondre Dew
											","
											"," 
											",-,/profile/Keondre-Dew-82852/,2014,Keondre-Dew-82852
199,"			
												Elijah Staley
											","
											"," 
											",-,/profile/Elijah-Staley-71572/,2014,Elijah-Staley-71572
200,"			
												Mavin Saunders
											","
											"," 
											",-,/profile/Mavin-Saunders-82842/,2014,Mavin-Saunders-82842
201,"			
												Dimitri Thompson
											","
											"," 
											",-,/profile/Dimitri-Thompson-70451/,2014,Dimitri-Thompson-70451
202,"			
												Satchel Pierce
											","
											"," 
											",-,/profile/Satchel-Pierce-82857/,2014,Satchel-Pierce-82857
203,"			
												Josh Martin
											","
											"," 
											",-,/profile/Josh-Martin-71495/,2014,Josh-Martin-71495
204,"			
												Diontae Jones
											","
											"," 
											",-,/profile/Diontae-Jones-82899/,2014,Diontae-Jones-82899
205,"			
												Isaiah Manderson
											","
											"," 
											",-,/profile/Isaiah-Manderson-82888/,2014,Isaiah-Manderson-82888
206,"			
												Dakota Mathias
											","
											"," 
											",-,/profile/Dakota-Mathias-82869/,2014,Dakota-Mathias-82869
207,"			
												Matt Cimino
											","
											"," 
											",-,/profile/Matt-Cimino-82835/,2014,Matt-Cimino-82835
208,"			
												James Thompson
											","
											"," 
											",-,/profile/James-Thompson-92013/,2014,James-Thompson-92013
209,"			
												Demetrius Houston
											","
											"," 
											",-,/profile/Demetrius-Houston-71615/,2014,Demetrius-Houston-71615
210,"			
												Ricky Doyle
											","
											"," 
											",-,/profile/Ricky-Doyle-82864/,2014,Ricky-Doyle-82864
211,"			
												D'Angelo Allen
											","
											"," 
											",-,/profile/D-Angelo-Allen-82821/,2014,D-Angelo-Allen-82821
212,"			
												Darius Austin
											","
											"," 
											",-,/profile/Darius-Austin-82823/,2014,Darius-Austin-82823
213,"			
												Shaquille Carr
											","
											"," 
											",-,/profile/Shaquille-Carr-82828/,2014,Shaquille-Carr-82828
214,"			
												Tyquone Greer
											","
											"," 
											",-,/profile/Tyquone-Greer-71473/,2014,Tyquone-Greer-71473
215,"			
												Zach McCormick
											","
											"," 
											",-,/profile/Zach-McCormick-71634/,2014,Zach-McCormick-71634
216,"			
												Justin Tillman
											","
											"," 
											",-,/profile/Justin-Tillman-82840/,2014,Justin-Tillman-82840
216,"			
												Ben Lammers
											","
											"," 
											",-,/profile/Ben-Lammers-82892/,2014,Ben-Lammers-82892
218,"			
												Xavier Adams
											","
											"," 
											",-,/profile/Xavier-Adams-82820/,2014,Xavier-Adams-82820
219,"			
												Kobie Eubanks
											","
											"," 
											",-,/profile/Kobie-Eubanks-70292/,2014,Kobie-Eubanks-70292
220,"			
												Gabe DeVoe
											","
											"," 
											",-,/profile/Gabe-DeVoe-82851/,2014,Gabe-DeVoe-82851
220,"			
												Raymond Doby
											","
											"," 
											",-,/profile/Raymond-Doby-71484/,2014,Raymond-Doby-71484
222,"			
												Patrick McCaw
											","
													38
											"," 
												2016
											",-0.81,/profile/Patrick-McCaw-71486/,2014,Patrick-McCaw-71486
223,"			
												Marvin Clark
											","
											"," 
											",-,/profile/Marvin-Clark-70371/,2014,Marvin-Clark-70371
223,"			
												Jabari Craig
											","
											"," 
											",-,/profile/Jabari-Craig-73156/,2014,Jabari-Craig-73156
225,"			
												Jarvis Garrett
											","
											"," 
											",-,/profile/Jarvis-Garrett-82882/,2014,Jarvis-Garrett-82882
226,"			
												Devin Watson
											","
											"," 
											",-,/profile/Devin-Watson-82838/,2014,Devin-Watson-82838
227,"			
												Omar Sherman
											","
											"," 
											",-,/profile/Omar-Sherman-72525/,2014,Omar-Sherman-72525
228,"			
												Elliott Smith
											","
											"," 
											",-,/profile/Elliott-Smith-82855/,2014,Elliott-Smith-82855
229,"			
												Mike Thomas
											","
											"," 
											",-,/profile/Mike-Thomas-82843/,2014,Mike-Thomas-82843
230,"			
												Tory Miller
											","
											"," 
											",-,/profile/Tory-Miller-82866/,2014,Tory-Miller-82866
230,"			
												Malik Hines
											","
											"," 
											",-,/profile/Malik-Hines-82896/,2014,Malik-Hines-82896
232,"			
												Ray Kasongo
											","
											"," 
											",-,/profile/Ray-Kasongo-82887/,2014,Ray-Kasongo-82887
233,"			
												Davell Roby
											","
											"," 
											",-,/profile/Davell-Roby-70434/,2014,Davell-Roby-70434
234,"			
												Damiyne Durham
											","
											"," 
											",-,/profile/Damiyne-Durham-72829/,2014,Damiyne-Durham-72829
235,"			
												Joe Furstinger
											","
											"," 
											",-,/profile/Joe-Furstinger-82883/,2014,Joe-Furstinger-82883
236,"			
												Joniah White
											","
											"," 
											",-,/profile/Joniah-White-71642/,2014,Joniah-White-71642
237,"			
												Jabari McGhee
											","
											"," 
											",-,/profile/Jabari-McGhee-72606/,2014,Jabari-McGhee-72606
238,"			
												Dan Manzi
											","
											"," 
											",-,/profile/Dan-Manzi-82878/,2014,Dan-Manzi-82878
239,"			
												Gyorgy Goloman
											","
											"," 
											",-,/profile/Gyorgy-Goloman-46515/,2014,Gyorgy-Goloman-46515
239,"			
												Jeremiah Paige
											","
											"," 
											",-,/profile/Jeremiah-Paige-82859/,2014,Jeremiah-Paige-82859
241,"			
												Harold Givens
											","
											"," 
											",-,/profile/Harold-Givens-72605/,2014,Harold-Givens-72605
242,"			
												Darrlyn Willis
											","
											"," 
											",-,/profile/Darrlyn-Willis-71631/,2014,Darrlyn-Willis-71631
242,"			
												Elisha Boone
											","
											"," 
											",-,/profile/Elisha-Boone-82832/,2014,Elisha-Boone-82832
244,"			
												Zachary Brown
											","
											"," 
											",-,/profile/Zachary-Brown-70230/,2014,Zachary-Brown-70230
244,"			
												Johnnie Vasser
											","
											"," 
											",-,/profile/Johnnie-Vasser-71983/,2014,Johnnie-Vasser-71983
246,"			
												Peyton Allen
											","
											"," 
											",-,/profile/Peyton-Allen-82822/,2014,Peyton-Allen-82822
247,"			
												Jonathan Joseph
											","
											"," 
											",-,/profile/Jonathan-Joseph-71650/,2014,Jonathan-Joseph-71650
248,"			
												Jordan Green
											","
											"," 
											",-,/profile/Jordan-Green-82873/,2014,Jordan-Green-82873
249,"			
												Donaven Dorsey
											","
											"," 
											",-,/profile/Donaven-Dorsey-70432/,2014,Donaven-Dorsey-70432
250,"			
												Omega Harris
											","
											"," 
											",-,/profile/Omega-Harris-70281/,2014,Omega-Harris-70281
250,"			
												Evan Bailey
											","
											"," 
											",-,/profile/Evan-Bailey-71602/,2014,Evan-Bailey-71602
252,"			
												Sam Logwood
											","
											"," 
											",-,/profile/Sam-Logwood-82884/,2014,Sam-Logwood-82884
252,"			
												Michael Finke
											","
											"," 
											",-,/profile/Michael-Finke-82867/,2014,Michael-Finke-82867
1,"			
												Ben Simmons
											","
													1
											"," 
												2016
											",-,/profile/Ben-Simmons-61928/,2015,Ben-Simmons-61928
2,"			
												Skal Labissiere
											","
													28
											"," 
												2016
											",1.77,/profile/Skal-Labissiere-71664/,2015,Skal-Labissiere-71664
3,"			
												Jaylen Brown
											","
													3
											"," 
												2016
											",-0.33,/profile/Jaylen-Brown-72912/,2015,Jaylen-Brown-72912
4,"			
												Brandon Ingram
											","
													2
											"," 
												2016
											",-2.64,/profile/Brandon-Ingram-7260/,2015,Brandon-Ingram-7260
5,"			
												Cheick Diallo
											","
													33
											"," 
												2016
											",0.58,/profile/Cheick-Diallo-71440/,2015,Cheick-Diallo-71440
6,"			
												Diamond Stone
											","
													40
											"," 
												2016
											",-0.14,/profile/Diamond-Stone-7177/,2015,Diamond-Stone-7177
7,"			
												Malik Newman
											","
											"," 
											",-,/profile/Malik-Newman-70467/,2015,Malik-Newman-70467
8,"			
												Ivan Rabb
											","
													35
											"," 
												2017
											",-,/profile/Ivan-Rabb-7245/,2015,Ivan-Rabb-7245
9,"			
												Stephen Zimmerman
											","
													41
											"," 
												2016
											",-0.19,/profile/Stephen-Zimmerman-7099/,2015,Stephen-Zimmerman-7099
10,"			
												Henry Ellenson
											","
													18
											"," 
												2016
											",-0.25,/profile/Henry-Ellenson-7234/,2015,Henry-Ellenson-7234
11,"			
												Chase Jeter
											","
											"," 
											",-,/profile/Chase-Jeter-7262/,2015,Chase-Jeter-7262
12,"			
												Allonzo Trier
											","
											"," 
											",-,/profile/Allonzo-Trier-70279/,2015,Allonzo-Trier-70279
13,"			
												Isaiah Briscoe
											","
											"," 
											",-,/profile/Isaiah-Briscoe-7140/,2015,Isaiah-Briscoe-7140
14,"			
												Antonio Blakeney
											","
											"," 
											",-,/profile/Antonio-Blakeney-76407/,2015,Antonio-Blakeney-76407
15,"			
												Derryck Thornton
											","
											"," 
											",-,/profile/Derryck-Thornton-7250/,2015,Derryck-Thornton-7250
16,"			
												Dwayne Bacon
											","
													40
											"," 
												2017
											",-,/profile/Dwayne-Bacon-76403/,2015,Dwayne-Bacon-76403
17,"			
												Ray Smith
											","
											"," 
											",-,/profile/Ray-Smith-82141/,2015,Ray-Smith-82141
18,"			
												Caleb Swanigan
											","
													26
											"," 
												2017
											",-,/profile/Caleb-Swanigan-71578/,2015,Caleb-Swanigan-71578
19,"			
												Jalen Brunson
											","
											"," 
											",-,/profile/Jalen-Brunson-71480/,2015,Jalen-Brunson-71480
20,"			
												Carlton Bragg
											","
											"," 
											",-,/profile/Carlton-Bragg-7261/,2015,Carlton-Bragg-7261
21,"			
												Luke Kennard
											","
													12
											"," 
												2017
											",-,/profile/Luke-Kennard-72914/,2015,Luke-Kennard-72914
22,"			
												Thomas Bryant
											","
													42
											"," 
												2017
											",-,/profile/Thomas-Bryant-7231/,2015,Thomas-Bryant-7231
23,"			
												Jalen Adams
											","
											"," 
											",-,/profile/Jalen-Adams-76400/,2015,Jalen-Adams-76400
24,"			
												Tyler Dorsey
											","
													41
											"," 
												2017
											",-,/profile/Tyler-Dorsey-72515/,2015,Tyler-Dorsey-72515
25,"			
												P.J. Dozier
											","
											"," 
											",-,/profile/P.J.-Dozier-7268/,2015,P.J.-Dozier-7268
26,"			
												Jawun Evans
											","
													39
											"," 
												2017
											",-,/profile/Jawun-Evans-76420/,2015,Jawun-Evans-76420
27,"			
												Tyler Davis
											","
											"," 
											",-,/profile/Tyler-Davis-71569/,2015,Tyler-Davis-71569
28,"			
												Deyonta Davis
											","
													31
											"," 
												2016
											",0.09,/profile/Deyonta-Davis-81960/,2015,Deyonta-Davis-81960
29,"			
												Malachi Richardson
											","
													22
											"," 
												2016
											",-0.12,/profile/Malachi-Richardson-72512/,2015,Malachi-Richardson-72512
30,"			
												Justin Simon
											","
											"," 
											",-,/profile/Justin-Simon-82035/,2015,Justin-Simon-82035
31,"			
												Dedric Lawson
											","
											"," 
											",-,/profile/Dedric-Lawson-7270/,2015,Dedric-Lawson-7270
32,"			
												Donovan Mitchell
											","
													13
											"," 
												2017
											",-,/profile/Donovan-Mitchell-84680/,2015,Donovan-Mitchell-84680
33,"			
												D.J. Hogg
											","
											"," 
											",-,/profile/D.J.-Hogg-71564/,2015,D.J.-Hogg-71564
34,"			
												Deng Adel
											","
											"," 
											",-,/profile/Deng-Adel-82124/,2015,Deng-Adel-82124
35,"			
												Jalen Coleman-Lands
											","
											"," 
											",-,/profile/Jalen-Coleman-Lands-7263/,2015,Jalen-Coleman-Lands-7263
36,"			
												Malik Beasley
											","
													19
											"," 
												2016
											",0.24,/profile/Malik-Beasley-76405/,2015,Malik-Beasley-76405
37,"			
												Prince Ali
											","
											"," 
											",-,/profile/Prince-Ali-76402/,2015,Prince-Ali-76402
38,"			
												Chimezie Metu
											","
											"," 
											",-,/profile/Chimezie-Metu-72494/,2015,Chimezie-Metu-72494
39,"			
												Elijah Thomas
											","
											"," 
											",-,/profile/Elijah-Thomas-71683/,2015,Elijah-Thomas-71683
40,"			
												Derrick Jones
											","
											"," 
											",0.31,/profile/Derrick-Jones-7240/,2015,Derrick-Jones-7240
41,"			
												Raymond Spalding
											","
											"," 
											",-,/profile/Raymond-Spalding-71639/,2015,Raymond-Spalding-71639
42,"			
												Kerwin Roach
											","
											"," 
											",-,/profile/Kerwin-Roach-7311/,2015,Kerwin-Roach-7311
43,"			
												Dejounte Murray
											","
													29
											"," 
												2016
											",-0.01,/profile/Dejounte-Murray-7309/,2015,Dejounte-Murray-7309
44,"			
												K.J. Lawson
											","
											"," 
											",-,/profile/K.J.-Lawson-7265/,2015,K.J.-Lawson-7265
45,"			
												Jamal Murray
											","
													7
											"," 
												2016
											",1.01,/profile/Jamal-Murray-71441/,2015,Jamal-Murray-71441
46,"			
												Eric Davis
											","
											"," 
											",-,/profile/Eric-Davis-72500/,2015,Eric-Davis-72500
47,"			
												Daniel Giddens
											","
											"," 
											",-,/profile/Daniel-Giddens-7235/,2015,Daniel-Giddens-7235
48,"			
												Jessie Govan
											","
											"," 
											",-,/profile/Jessie-Govan-71773/,2015,Jessie-Govan-71773
49,"			
												Chance Comanche
											","
											"," 
											",-,/profile/Chance-Comanche-80964/,2015,Chance-Comanche-80964
50,"			
												Brandon Sampson
											","
											"," 
											",-,/profile/Brandon-Sampson-76445/,2015,Brandon-Sampson-76445
51,"			
												Tevin Mack
											","
											"," 
											",-,/profile/Tevin-Mack-83269/,2015,Tevin-Mack-83269
52,"			
												Charles Matthews
											","
											"," 
											",-,/profile/Charles-Matthews-71745/,2015,Charles-Matthews-71745
53,"			
												Aaron Holiday
											","
											"," 
											",-,/profile/Aaron-Holiday-71548/,2015,Aaron-Holiday-71548
54,"			
												Kevaughn Allen
											","
											"," 
											",-,/profile/Kevaughn-Allen-71663/,2015,Kevaughn-Allen-71663
55,"			
												Austin Grandstaff
											","
											"," 
											",-,/profile/Austin-Grandstaff-71680/,2015,Austin-Grandstaff-71680
56,"			
												Marquese Chriss
											","
													8
											"," 
												2016
											",1.28,/profile/Marquese-Chriss-83240/,2015,Marquese-Chriss-83240
57,"			
												Esa Ahmad
											","
											"," 
											",-,/profile/Esa-Ahmad-76401/,2015,Esa-Ahmad-76401
58,"			
												King McClure
											","
											"," 
											",-,/profile/King-McClure-73022/,2015,King-McClure-73022
59,"			
												Horace Spencer
											","
											"," 
											",-,/profile/Horace-Spencer-7248/,2015,Horace-Spencer-7248
60,"			
												LaGerald Vick
											","
											"," 
											",-,/profile/LaGerald-Vick-90412/,2015,LaGerald-Vick-90412
61,"			
												Stephen Thompson
											","
											"," 
											",-,/profile/Stephen-Thompson-82965/,2015,Stephen-Thompson-82965
62,"			
												Bennie Boatwright
											","
											"," 
											",-,/profile/Bennie-Boatwright-71549/,2015,Bennie-Boatwright-71549
63,"			
												Danjel Purifoy
											","
											"," 
											",-,/profile/Danjel-Purifoy-83274/,2015,Danjel-Purifoy-83274
64,"			
												Chris Clarke
											","
											"," 
											",-,/profile/Chris-Clarke-76414/,2015,Chris-Clarke-76414
65,"			
												Jimmy Whitt
											","
											"," 
											",-,/profile/Jimmy-Whitt-83271/,2015,Jimmy-Whitt-83271
66,"			
												Steve Enoch
											","
											"," 
											",-,/profile/Steve-Enoch-83251/,2015,Steve-Enoch-83251
67,"			
												Moustapha Diagne
											","
											"," 
											",-,/profile/Moustapha-Diagne-7267/,2015,Moustapha-Diagne-7267
68,"			
												Matt McQuaid
											","
											"," 
											",-,/profile/Matt-McQuaid-71681/,2015,Matt-McQuaid-71681
69,"			
												Doral Moore
											","
											"," 
											",-,/profile/Doral-Moore-7280/,2015,Doral-Moore-7280
70,"			
												D.J. Williams
											","
											"," 
											",-,/profile/D.J.-Williams-7251/,2015,D.J.-Williams-7251
71,"			
												Tyler Lydon
											","
													24
											"," 
												2017
											",-,/profile/Tyler-Lydon-71672/,2015,Tyler-Lydon-71672
72,"			
												Jeremy Hemsley
											","
											"," 
											",-,/profile/Jeremy-Hemsley-83290/,2015,Jeremy-Hemsley-83290
73,"			
												Brevin Pritzl
											","
											"," 
											",-,/profile/Brevin-Pritzl-83267/,2015,Brevin-Pritzl-83267
74,"			
												Justin Patton
											","
													16
											"," 
												2017
											",-,/profile/Justin-Patton-7310/,2015,Justin-Patton-7310
75,"			
												Maverick Rowan
											","
											"," 
											",-,/profile/Maverick-Rowan-7299/,2015,Maverick-Rowan-7299
76,"			
												Admon Gilder
											","
											"," 
											",-,/profile/Admon-Gilder-83248/,2015,Admon-Gilder-83248
77,"			
												Glynn Watson
											","
											"," 
											",-,/profile/Glynn-Watson-84683/,2015,Glynn-Watson-84683
78,"			
												Noah Dickerson
											","
											"," 
											",-,/profile/Noah-Dickerson-71739/,2015,Noah-Dickerson-71739
79,"			
												Haanif Cheatham
											","
											"," 
											",-,/profile/Haanif-Cheatham-76413/,2015,Haanif-Cheatham-76413
80,"			
												Corey Sanders
											","
											"," 
											",-,/profile/Corey-Sanders-76446/,2015,Corey-Sanders-76446
81,"			
												Marcus Lovett
											","
											"," 
											",-,/profile/Marcus-Lovett-70475/,2015,Marcus-Lovett-70475
82,"			
												Trevor Manuel
											","
											"," 
											",-,/profile/Trevor-Manuel-72501/,2015,Trevor-Manuel-72501
83,"			
												Tres Tinkle
											","
											"," 
											",-,/profile/Tres-Tinkle-83261/,2015,Tres-Tinkle-83261
84,"			
												Shake Milton
											","
											"," 
											",-,/profile/Shake-Milton-71517/,2015,Shake-Milton-71517
85,"			
												Bryant Crawford
											","
											"," 
											",-,/profile/Bryant-Crawford-7233/,2015,Bryant-Crawford-7233
86,"			
												Marcus Derrickson
											","
											"," 
											",-,/profile/Marcus-Derrickson-71729/,2015,Marcus-Derrickson-71729
87,"			
												JaQuan Lyle
											","
											"," 
											",-,/profile/JaQuan-Lyle-7158/,2015,JaQuan-Lyle-7158
88,"			
												Ted Kapita
											","
											"," 
											",-,/profile/Ted-Kapita-7136/,2015,Ted-Kapita-7136
89,"			
												Juwan Morgan
											","
											"," 
											",-,/profile/Juwan-Morgan-71780/,2015,Juwan-Morgan-71780
90,"			
												Damon Wilson
											","
											"," 
											",-,/profile/Damon-Wilson-76453/,2015,Damon-Wilson-76453
91,"			
												Aaron Jordan
											","
											"," 
											",-,/profile/Aaron-Jordan-84681/,2015,Aaron-Jordan-84681
92,"			
												Kenny Williams
											","
											"," 
											",-,/profile/Kenny-Williams-72506/,2015,Kenny-Williams-72506
93,"			
												Frank Howard
											","
											"," 
											",-,/profile/Frank-Howard-76432/,2015,Frank-Howard-76432
94,"			
												Kerry Blackshear
											","
											"," 
											",-,/profile/Kerry-Blackshear-96471/,2015,Kerry-Blackshear-96471
95,"			
												Kobie Eubanks
											","
											"," 
											",-,/profile/Kobie-Eubanks-70292/,2015,Kobie-Eubanks-70292
96,"			
												Cameron Walker
											","
											"," 
											",-,/profile/Cameron-Walker-80988/,2015,Cameron-Walker-80988
97,"			
												Terrance Mann
											","
											"," 
											",-,/profile/Terrance-Mann-71660/,2015,Terrance-Mann-71660
98,"			
												Aric Holman
											","
											"," 
											",-,/profile/Aric-Holman-89746/,2015,Aric-Holman-89746
99,"			
												Quinndary Weatherspoon
											","
											"," 
											",-,/profile/Quinndary-Weatherspoon-81829/,2015,Quinndary-Weatherspoon-81829
100,"			
												Kendall Small
											","
											"," 
											",-,/profile/Kendall-Small-83278/,2015,Kendall-Small-83278
101,"			
												Kevarrius Hayes
											","
											"," 
											",-,/profile/Kevarrius-Hayes-76429/,2015,Kevarrius-Hayes-76429
102,"			
												Mickey Mitchell
											","
											"," 
											",-,/profile/Mickey-Mitchell-70675/,2015,Mickey-Mitchell-70675
103,"			
												Keith Stone
											","
											"," 
											",-,/profile/Keith-Stone-82918/,2015,Keith-Stone-82918
104,"			
												Ed Morrow
											","
											"," 
											",-,/profile/Ed-Morrow-76441/,2015,Ed-Morrow-76441
105,"			
												Kevin Dorsey
											","
											"," 
											",-,/profile/Kevin-Dorsey-81953/,2015,Kevin-Dorsey-81953
106,"			
												Nolan Narain
											","
											"," 
											",-,/profile/Nolan-Narain-72798/,2015,Nolan-Narain-72798
107,"			
												Donte Divincenzo
											","
											"," 
											",-,/profile/Donte-Divincenzo-81723/,2015,Donte-Divincenzo-81723
108,"			
												Alex Owens
											","
											"," 
											",-,/profile/Alex-Owens-71589/,2015,Alex-Owens-71589
109,"			
												Nick Noskowiak
											","
											"," 
											",-,/profile/Nick-Noskowiak-81987/,2015,Nick-Noskowiak-81987
110,"			
												A.J. Harris
											","
											"," 
											",-,/profile/A.J.-Harris-76428/,2015,A.J.-Harris-76428
111,"			
												Justin Robinson
											","
											"," 
											",-,/profile/Justin-Robinson-81824/,2015,Justin-Robinson-81824
112,"			
												Matt Ryan
											","
											"," 
											",-,/profile/Matt-Ryan-91068/,2015,Matt-Ryan-91068
113,"			
												Moritz Wagner
											","
											"," 
											",-,/profile/Moritz-Wagner-85701/,2015,Moritz-Wagner-85701
114,"			
												Traci Carter
											","
											"," 
											",-,/profile/Traci-Carter-93248/,2015,Traci-Carter-93248
115,"			
												Mike Watkins
											","
											"," 
											",-,/profile/Mike-Watkins-83294/,2015,Mike-Watkins-83294
116,"			
												Matisse Thybulle
											","
											"," 
											",-,/profile/Matisse-Thybulle-81857/,2015,Matisse-Thybulle-81857
117,"			
												Aaron Falzon
											","
											"," 
											",-,/profile/Aaron-Falzon-71693/,2015,Aaron-Falzon-71693
118,"			
												Sedrick Barefield
											","
											"," 
											",-,/profile/Sedrick-Barefield-76404/,2015,Sedrick-Barefield-76404
119,"			
												Kaiser Gates
											","
											"," 
											",-,/profile/Kaiser-Gates-82070/,2015,Kaiser-Gates-82070
120,"			
												Matt Heldt
											","
											"," 
											",-,/profile/Matt-Heldt-93257/,2015,Matt-Heldt-93257
121,"			
												Djery Baptiste
											","
											"," 
											",-,/profile/Djery-Baptiste-71565/,2015,Djery-Baptiste-71565
122,"			
												Josh Sharma
											","
											"," 
											",-,/profile/Josh-Sharma-7264/,2015,Josh-Sharma-7264
123,"			
												Marcus Sheffield
											","
											"," 
											",-,/profile/Marcus-Sheffield-82165/,2015,Marcus-Sheffield-82165
124,"			
												Ty Hudson
											","
											"," 
											",-,/profile/Ty-Hudson-81971/,2015,Ty-Hudson-81971
125,"			
												Jacob Evans
											","
											"," 
											",-,/profile/Jacob-Evans-83249/,2015,Jacob-Evans-83249
126,"			
												Nick Marshall
											","
											"," 
											",-,/profile/Nick-Marshall-83297/,2015,Nick-Marshall-83297
127,"			
												Rayjon Tucker
											","
											"," 
											",-,/profile/Rayjon-Tucker-83259/,2015,Rayjon-Tucker-83259
128,"			
												Justin Jenifer
											","
											"," 
											",-,/profile/Justin-Jenifer-76435/,2015,Justin-Jenifer-76435
129,"			
												David Crisp
											","
											"," 
											",-,/profile/David-Crisp-82258/,2015,David-Crisp-82258
130,"			
												K.J. Walton
											","
											"," 
											",-,/profile/K.J.-Walton-84682/,2015,K.J.-Walton-84682
131,"			
												Derek Ogbeide
											","
											"," 
											",-,/profile/Derek-Ogbeide-81974/,2015,Derek-Ogbeide-81974
132,"			
												Federico Mussini
											","
											"," 
											",-,/profile/Federico-Mussini-62863/,2015,Federico-Mussini-62863
133,"			
												Jesse Wade
											","
											"," 
											",-,/profile/Jesse-Wade-83295/,2015,Jesse-Wade-83295
134,"			
												John Collins
											","
													19
											"," 
												2017
											",-,/profile/John-Collins-76415/,2015,John-Collins-76415
135,"			
												Damontrae Jefferson
											","
											"," 
											",-,/profile/Damontrae-Jefferson-82094/,2015,Damontrae-Jefferson-82094
136,"			
												Joshua Reaves
											","
											"," 
											",-,/profile/Joshua-Reaves-76444/,2015,Joshua-Reaves-76444
137,"			
												Malik Ellison
											","
											"," 
											",-,/profile/Malik-Ellison-93291/,2015,Malik-Ellison-93291
138,"			
												Jarvis Johnson
											","
											"," 
											",-,/profile/Jarvis-Johnson-71511/,2015,Jarvis-Johnson-71511
