Bref_ID,Sref_Cbb_ID
smithle01,
smithmi01,michael-smith-1
smithmi02,michael-smith-2
smithmi03,
smithno01,nolan-smith-1
smithot01,otis-smith-1
smithpe01,
smithph01,phil-smith-1
smithra01,
smithre01,reggie-smith-1
smithro01,robert-smith-1
smithru01,russ-smith-1
smithsa01,
smithsa02,sam-smith-1
smithst01,steve-smith-1
smithst03,steven-smith-1
smithst02,stevin-smith-1
smithth01,theron-smith-1
smithto02,tony-smith-1
smithwi01,
smithwi02,willie-smith-1
smitsri01,rik-smits-1
smrekmi01,mike-smrek-1
smythjo01,
snellto01,tony-snell-1
snower01,eric-snow-1
snydedi01,
snydeki01,kirk-snyder-1
sobekch01,
soberri01,ricky-sobers-1
sobiero01,
sojoumi01,
sojouwi01,
solomwi01,will-solomon-1
somerwi01,
songada01,darius-songaila-1
sorenda01,
southja01,james-southerland-1
sovragi01,
sowpa01,pape-sow-1
spainke01,
spanaji01,jim-spanarkel-1
spanova01,
sparkda01,
sparrgu01,
sparrro01,rory-sparrow-1
spearod01,
spectar01,
speigma01,marreese-speights-1
spencan01,andre-spencer-1
spencel01,elmore-spencer-1
spencfe01,felton-spencer-1
spicelo01,
spitzcr01,
splitti01,
spoelar01,
spragbr01,
sprewla01,latrell-sprewell-1
sprigla01,larry-spriggs-1
sprinji01,
spruiji01,
stackry01,ryan-stack-1
stackje01,jerry-stackhouse-1
stacoke01,kevin-stacom-1
stagger01,
stallbu01,
stallda01,
stanced01,
stanste01,terence-stansbury-1
starkjo01,john-starks-1
starrke01,
stausni01,nik-stauskas-1
stavela01,
steella01,larry-steele-1
steigma01,matt-steigenga-1
stepavl01,
stephdj01,dj-stephens-1
stephev01,everette-stephens-1
stephja01,
stephjo01,
stephla01,lance-stephenson-1
stephal01,alex-stepheson-1
steppbr01,brook-steppe-1
steveba01,barry-stevens-1
stevewa01,
stevede01,
stewade01,
stewake01,
stewala01,larry-stewart-1
stewami01,michael-stewart-1
stewano01,
stiemgr01,greg-stiemsma-1
stipast01,steve-stipanovich-1
stithbr01,bryant-stith-1
stithsa01,
stithto01,
stivral01,alex-stivrins-1
stockda01,david-stockton-1
stockjo01,john-stockton-1
stojape01,
stokeed01,ed-stokes-1
stokegr01,greg-stokes-1
stokeja01,jarnell-stokes-1
stokema01,
stolkar01,
stollra01,
stonedi01,diamond-stone-1
stonege01,
stoneju01,julyan-stone-1
storeaw01,awvee-storey-1
stoudda01,damon-stoudamire-1
stoudsa01,salim-stoudamire-1
stoudam01,
stovapa01,
strawdj01,dj-strawberry-1
strawjo01,
stricbi01,
stricer01,erick-strickland-1
stricma01,mark-strickland-1
stricro02,rod-strickland-1
stricro01,
stroejo01,john-stroeder-1
stronde01,derek-strong-1
strotla01,
stroujo01,john-stroud-1
stroure01,
stuckro01,rodney-stuckey-1
stumpge01,
stutzst01,
suitega01,
sullija01,jared-sullinger-1
summeda01,dajuan-summers-1
sumptba01,
sundedo01,
sundobr01,
sundvjo01,jon-sundvold-1
surabo01,bob-sura-1
surhodi01,
sutorge01,
suttlda01,dane-suttle-1
suttogr01,greg-sutton-1
swageke01,
swainbe01,
swansno01,
swartda01,
sweetmi01,mike-sweetney-1
swiftro01,
swiftsk01,
swiftst01,stromile-swift-1
swinsaa01,aaron-swinson-1
sypa01,
sydnobu01,
sykesla01,larry-sykes-1
szabobr01,
szczewa02,wally-szczerbiak-1
szczewa01,
tabakza01,
tabusyu01,
taftch01,chris-taft-1
tanensi01,
tarladr01,
tarplro01,roy-tarpley-1
tartle01,
tatumea01,earl-tatum-1
tavarwa01,
tayloan01,anthony-taylor-1
taylobr01,brian-taylor-1
taylodo01,
taylofa01,
taylofr01,
taylois01,isaiah-taylor-1
tayloja01,jay-taylor-1
tayloje01,jeff-taylor-1
tayloje03,jeffery-taylor-1
tayloje02,jermaine-taylor-1
taylojo01,
taylole01,leonard-taylor-1
tayloma01,maurice-taylor-1
taylomi01,mike-taylor-1
taylool01,
tayloro01,
tayloty01,tyshawn-taylor-1
taylovi01,vince-taylor-1
teaglte01,terry-teagle-1
teaguje01,jeff-teague-1
teaguma01,marquis-teague-1
teletmi01,
telfase01,
templco01,collis-temple-1
templga01,garrett-temple-1
terreir01,
terryca01,
terrych01,
terrycl01,
terryja01,jason-terry-1
thabeha01,hasheem-thabeet-1
thackto01,
thearfl01,
theusre01,reggie-theus-1
thibepe01,peter-thibeaux-1
thiebbi01,
thigpju01,
thirdda01,david-thirdkill-1
thomaad01,adonis-thomas-1
thomabi01,billy-thomas-1
thomaca01,carl-thomas-1
thomach01,charles-thomas-1
thomaet01,etan-thomas-1
thomair01,irving-thomas-1
thomais02,isaiah-thomas-1
thomais01,isiah-thomas-1
thomaja01,jamel-thomas-1
thomaja02,james-thomas-1
thomaji01,jim-thomas-1
thomajo01,
thomajo02,john-thomas-1
thomake01,kenny-thomas-1
thomaku01,kurt-thomas-1
thomala01,lance-thomas-1
thomama01,malcolm-thomas-2
thomaro01,
thomate01,
thomati01,tim-thomas-1
thomaty01,tyrus-thomas-1
thomawi01,
thomptr02,trey-thompkins-1
thompbe01,bernard-thompson-1
thompbi01,billy-thompson-1
thompbr01,brooks-thompson-1
thompco01,corny-thompson-1
thompda01,david-thompson-1
thompdi01,dijon-thompson-1
thompge01,
thompho01,hollis-thompson-1
thompja01,
thompja02,jason-thompson-1
thompjo01,
thompke01,kevin-thompson-1
thompkl01,klay-thompson-1
thompla01,lasalle-thompson-1
thompmy01,mychal-thompson-1
thompmy02,mychel-thompson-1
thomppa01,paul-thompson-1
thompst01,stephen-thompson-1
thomptr01,tristan-thompson-2
thoresk01,
thornro01,
thornal01,al-thornton-1
thornbo01,bob-thornton-1
thornda01,
thornma01,marcus-thornton-1
thorpot01,otis-thorpe-1
threase01,
thurmna01,nate-thurmond-1
thursme01,
tidriha01,
tiemada01,
tillida01,darren-tillis-1
tinglja01,
tinslge01,
tinslja01,jamaal-tinsley-1
tisdawa01,wayman-tisdale-1
tobeymi01,mike-tobey-1
todormi01,
tolbera01,ray-tolbert-1
tolbeto01,tom-tolbert-1
tollian01,anthony-tolliver-1
tolsode01,
tomjaru01,rudy-tomjanovich-1
toneyan01,
toneyse01,sedric-toney-1
tonkoan01,
toolsan01,andy-toolson-1
toomaja01,
toonebe01,bernard-toone-1
torgoir01,
tormobu01,
torreos01,
toshebi01,
toughbo01,
toupaax01,
towemo01,
towerke01,keith-tower-1
towerbl01,
towneli01,
townska01,karl-anthony-towns-1
townsra01,raymond-townsend-1
trappge01,
trappjo01,
traylro01,robert-traylor-1
trentga01,gary-trent-1
trepaje01,jeff-trepagnier-1
tresvjo01,
triptdi01,
tripuke01,kelly-tripucka-1
truitan01,
trybace01,
tsakaja01,
tschojo01,
tsiorlo01,
tskitni01,
tuckeal01,
tuckeal02,alando-tucker-1
tuckean01,anthony-tucker-1
tuckeji01,
tuckepj01,pj-tucker-1
tucketr01,trent-tucker-1
turiaro01,ronny-turiaf-1
turkcmi01,
turkohe01,
turnean01,andre-turner-1
turnebi01,
turneel01,elston-turner-1
turneev01,evan-turner-1
turnega01,
turnehe02,henry-turner-1
turnehe01,
turneja01,
turneja02,
turneje01,jeff-turner-1
turnejo01,
turnemy01,myles-turner-1
turnewa01,wayne-turner-1
turpime01,melvin-turpin-1
twardda01,
twymaja01,jack-twyman-1
tylerbj01,bj-tyler-1
tylerje01,
tylerte01,
tyrach01,
ubileed01,edwin-ubiles-1
udohek01,ekpe-udoh-1
udokaim01,ime-udoka-1
udrihbe01,
ukicro01,
ulisty01,tyler-ulis-1
unselwe01,wes-unseld-1
uplinha01,
upshake01,kelvin-upshaw-1
uthofja01,jarrod-uthoff-1
uzohbe01,ben-uzoh-1
vacenst01,
valanjo01,
valenda01,darnell-valentine-1
valende01,denzel-valentine-1
valenro01,ronnie-valentine-1
vallejo01,
vanardi01,
vanarto01,
vanbrbu01,
vanbrja01,jan-van-breda-kolff-1
vanexni01,nick-van-exel-1
vanhoke01,keith-van-horn-1
vanlino01,
vanzade01,
vancege01,
vandelo01,
vandeer01,
vandeki01,kiki-vandeweghe-1
vanosni01,nick-vanos-1
vanteda01,david-vanterpool-1
vanvlfr01,fred-van-vleet-1
vardara01,
varejan01,
varnaja01,jarvis-varnado-1
vasqugr01,greivis-vasquez-1
vaughch01,
vaughda01,
vaughda02,david-vaughn-1
vaughja01,jacque-vaughn-1
vaughra01,rashad-vaughn-1
vaughvi01,
vaughlo01,loy-vaught-1
vergabo01,
verhope01,pete-verhoeven-1
veselja01,
vetragu01,
viannjo01,
villach01,charlie-villanueva-1
vinceja01,jay-vincent-1
vincesa01,sam-vincent-1
vincima01,
vinsofr01,fred-vinson-1
virdecl01,
vocega01,gary-voce-1
volkefl01,
volkoal01,
vonniwh01,
vonleno01,noah-vonleh-1
voskuja01,jake-voskuhl-1
vraneda01,danny-vranes-1
vranesl01,
vrankst01,
vromabr01,brett-vroman-1
vromaja01,jackson-vroman-1
vucevni01,nikola-vucevic-1
vujacsa01,
wadedw01,dwyane-wade-1
wadema01,mark-wade-1
wafervo01,von-wafer-1
wagercl01,
wagneda02,dajuan-wagner-1
wagneda01,
wagnemi01,milt-wagner-1
wagneph01,
waitedi01,dion-waiters-1
waitegr01,granville-waiters-1
wakefan01,
walkne01,
walkean01,
walkean02,antoine-walker-1
walkebr01,
walkech01,chet-walker-1
walkeda01,darrell-walker-1
walkefo01,
walkebi01,bill-walker-1
walkeho01,
walkeji01,
walkeke02,kemba-walker-1
walkeke01,kenny-walker-1
walkeph01,
walkesa01,samaki-walker-1
walkewa01,wally-walker-1
walljo01,john-wall-1
wallabe01,
wallage01,gerald-wallace-1
wallajo01,john-wallace-1
wallara01,rasheed-wallace-1
wallare01,
walledw01,
walleja01,
princta02,taurean-prince-1
walshji01,
walshma01,matt-walsh-1
waltere01,rex-walters-1
walthpa01,
walthis01,
waltobi01,bill-walton-1
waltoll01,lloyd-walton-1
waltolu01,luke-walton-1
wanzebo01,
warbipe01,
wardch01,charlie-ward-1
wardge01,
wardhe01,
wareca01,casper-ware-1
wareji01,
warlebe01,
warlibo01,
warneco01,
warrebo01,
warrejo01,
warretj01,tj-warren-1
warrewi01,willie-warren-1
warribr01,bryan-warrick-1
warriha01,hakim-warrick-1
washbch01,chris-washburn-1
washibo01,
washida01,darius-washington-1
washido01,
washidu01,duane-washington-1
washier01,eric-washington-1
washiji01,
washike01,kermit-washington-1
washipe01,pearl-washington-1
washiri01,richard-washington-1
washist01,
washitr01,
washiwi01,
watkida01,darryl-watkins-1
watsobo01,
watsocj01,cj-watson-1
watsoea01,earl-watson-1
watsoja01,jamie-watson-1
wattsro01,
wattssa01,
wattssl01,
waynsma01,maalik-wayns-1
wearda01,david-wear-1
weartr01,travis-wear-1
weathcl01,clarence-weatherspoon-1
weathni01,nick-weatherspoon-1
weaveky01,kyle-weaver-1
webbje01,
webbma01,marcus-webb-1
webbsp01,spud-webb-1
webbech01,chris-webber-1
weberbr01,briante-weber-1
weberja01,
webstel01,
webstje01,jeff-webster-1
webstma02,
webstma01,
wedmasc01,scott-wedman-1
weemsso01,sonny-weems-1
wehrdi01,
weidnbr01,brant-weidner-1
weissbo01,
weitzri01,
wellsbo01,bonzi-wells-1
wellsbu01,bubba-wells-1
wellsow01,
wellsra01,
welpch01,chris-welp-1
welscji01,
wennibi01,bill-wennington-1
wenstma01,matt-wenstrom-1
werdaro01,robert-werdann-1
wertira01,
wesleda01,david-wesley-1
weslewa01,
westda01,david-west-1
westde01,delonte-west-1
westdo01,doug-west-1
westje01,jerry-west-1
westma02,mario-west-1
westma01,mark-west-1
westro01,
westbde01,
westbru01,russell-westbrook-1
westppa01,paul-westphal-1
wetzejo01,
whalero01,
whatlen01,ennis-whatley-1
wheatde01,dejuan-wheat-1
wheelcl01,
wheelty01,tyson-wheeler-1
whitask01,
whitedj01,dj-white-1
whiteer01,eric-white-1
whitehe01,
whitehu01,
whiteja01,jahidi-white-1
whiteja02,james-white-1
whitejo01,jo-jo-white-1
whiteok01,okaro-white-1
whitera01,randy-white-1
whitero02,rodney-white-1
whitero01,rory-white-1
whitero03,royce-white-1
whiteru01,rudy-white-1
whiteto01,tony-white-1
whitewi01,
whiteis01,isaiah-whitehead-1
whiteje01,jerome-whitehead-1
whitedo01,donald-whiteside-1
whiteha01,hassan-whiteside-1
whitfdw01,dwayne-whitfield-1
whitnch01,chris-whitney-1
whitnha01,
whitnha02,hawkeye-whitney-1
whittsh01,shayne-whittington-1
wickssi01,sidney-wicks-1
widbyro01,
wiermu01,
wiesebo01,
wiggian01,andrew-wiggins-1
wiggimi01,mitchell-wiggins-1
wilbuke01,
wilcocj01,cj-wilcox-1
wilcoch01,chris-wilcox-1
wilcudc01,
wileyge01,
wileymi01,michael-wiley-1
wileymo01,morlon-wiley-1
wilfowi01,
wilkele01,lenny-wilkens-1
wilkebo01,bob-wilkerson-1
wilkeja01,jamaal-wilkes-1
wilkeja02,james-wilkes-1
wilkida02,damien-wilkins-1
wilkido01,dominique-wilkins-1
wilkied01,
wilkige01,
wilkije01,jeff-wilkins-1
wilkida01,dale-wilkinson-1
wilksmi01,mike-wilks-1
williaa01,aaron-williams-1
willial01,
willial03,alan-williams-2
willial02,alvin-williams-1
williar01,
willibe01,
willibo01,
willibr01,brandon-williams-1
willibu01,buck-williams-1
willich01,
willich02,
willich03,
willicl01,
willico01,corey-williams-1
willide01,deron-williams-1
willide02,derrick-williams-2
willidu01,duck-williams-1
williea01,
williel01,elliot-williams-1
willier01,eric-williams-1
willifl01,
willifr02,frank-williams-1
willifr01,freeman-williams-1
willige01,
willigu01,gus-williams-1
willigu02,guy-williams-1
williha01,
willihe01,herb-williams-1
williho01,hot-rod-williams-1
willija02,jason-williams-1
willija04,jawad-williams-1
willija03,jay-williams-1
willija01,jayson-williams-1
willije01,jerome-williams-1
willijo02,john-williams-1
willijo03,jordan-williams-1
williju01,justin-williams-1
willike03,
willike01,kevin-williams-1
willilo01,lorenzo-williams-1
willilo02,
willima03,marcus-williams-1
willima04,marcus-williams-2.
willima02,marvin-williams-1
willimi02,micheal-williams-1
willimi03,mike-williams-1
willimi01,
willima01,mo-williams-1
willimo01,monty-williams-1
willina01,
willipe01,pete-williams-1
willira01,ray-williams-1
willire01,reggie-williams-1
willire02,reggie-williams-3
williri01,rickey-williams-1
williro02,rob-williams-1
williro01,
willisa01,
willisa02,sam-williams-2
willisc01,scott-williams-1
willise01,sean-williams-1
willish01,shammond-williams-1
willish03,shawne-williams-1
willish02,shelden-williams-1
willisl01,sly-williams-1
willite01,terrence-williams-1
willitr01,travis-williams-1
willitr02,troy-williams-2
williwa02,walt-williams-1
williwa01,
williwi01,
willico02,corliss-williamson-1
willijo01,john-williamson-1
williva01,
willike02,kevin-willis-1
willobi01,
willode01,dedric-willoughby-1
wilsobo01,
wilsobo02,
wilsobo03,
wilsobu01,bubba-wilson-1
wilsoge01,
wilsois01,
wilsoja01,
wilsoji01,
wilsomi01,michael-wilson-1
wilsoni01,nikita-wilson-1
wilsoot01,othell-wilson-1
wilsori01,rick-wilson-1
wilsori02,
wilsost01,
wilsotr01,trevor-wilson-1
wiltjky01,kyle-wiltjer-1
winchke01,
windito01,
windsjo01,
winfile01,
wingada01,david-wingate-1
wingfdo01,dontonio-wingfield-1
wingoha01,
winklma01,
winslju01,justise-winslow-1
winslri01,rickie-winslow-1
wintetr01,trevor-winter-1
wintebr01,brian-winters-1
wintevo01,voise-winters-1
wisesk01,
wisewi01,
witheje01,jeff-withey-1
wittelu01,
wittmgr01,
wittmra01,randy-wittman-1
wittsga01,garry-witts-1
wohlda01,
wolfjo01,joe-wolf-1
wolkoru01,
woltena01,nate-wolters-1
woodal01,al-wood-1
woodbo01,
woodch01,christian-wood-1
woodda01,david-wood-1
woodho01,howard-wood-1
woodle01,leon-wood-1
woodslo01,loren-woods-1
woodsqy01,
woodsra01,randy-woods-1
woodsto01,
woodsmi01,mike-woodson-1
woollbo01,
woolror01,orlando-woolridge-1
workmha01,haywoode-workman-1
workmma01,
workmto01,
artesro01,ron-artest-1
worslwi01,
worthsa01,sam-worthen-1
worthja01,james-worthy-1
wrighan01,antoine-wright-1
wrighbr02,bracey-wright-1
wrighbr01,brad-wright-1
wrighbr03,brandan-wright-1
wrighch01,chris-wright-1
wrighch02,chris-wright-2
wrighde01,delon-wright-1
wrighdo01,
wrighho02,howard-wright-1
wrighho01,
wrighjo01,
wrighju01,julian-wright-1
wrighla01,
wrighle01,
wrighlo01,
wrighlo02,lorenzen-wright-1
wrighlu01,luther-wright-1
wrighsh01,sharone-wright-1
wroteto01,tony-wroten-1
wuycide01,
wyndeaj01,aj-wynder-1
yarbrvi01,vincent-yarbrough-1
yardlge01,george-yardley-1
yatesba01,
yateswa01,
yelvech01,
yonakri01,rich-yonakor-1
youngda01,danny-young-1
youngja01,james-young-1
youngjo01,joseph-young-1
youngko01,
youngmi01,michael-young-1
youngni01,nick-young-1
youngpe01,perry-young-1
youngsa01,sam-young-1
youngth01,thaddeus-young-1
youngti01,
yuesu01,
zasloma01,max-zaslofsky-1
zawolze01,
zelleco01,cody-zeller-1
zelleda01,
zellega01,
zelleha01,
zellelu01,luke-zeller-1
zellety01,tyler-zeller-1
zenoto01,tony-zeno-1
zevenph01,phil-zevenbergen-1
zhizhwa01,
zidekge01,george-zidek-1
zimmede01,derrick-zimmerman-1
zimmest01,stephen-zimmermanjr-1
zipsepa01,
zoetji01,jim-zoet-1
zopfbi01,
zubaciv01,
zunicma01,
